gvkey,iid,datadate,tic,prccd
147579,01,20160622,NFLX,90.0100
147579,01,20160623,NFLX,91.6600
147579,01,20160624,NFLX,88.4400
147579,01,20160627,NFLX,85.3300
147579,01,20160628,NFLX,87.9700
147579,01,20160629,NFLX,91.0600
147579,01,20160630,NFLX,91.4800
147579,01,20160701,NFLX,96.6700
147579,01,20160705,NFLX,97.9100
147579,01,20160706,NFLX,94.6000
147579,01,20160707,NFLX,95.1000
147579,01,20160708,NFLX,97.0600
147579,01,20160711,NFLX,94.6700
147579,01,20160712,NFLX,95.9700
147579,01,20160713,NFLX,96.4300
147579,01,20160714,NFLX,98.0200
147579,01,20160715,NFLX,98.3900
147579,01,20160718,NFLX,98.8100
147579,01,20160719,NFLX,85.8400
147579,01,20160720,NFLX,87.9100
147579,01,20160721,NFLX,85.9900
147579,01,20160722,NFLX,85.8900
147579,01,20160725,NFLX,87.6600
147579,01,20160726,NFLX,91.4100
147579,01,20160727,NFLX,92.0400
147579,01,20160728,NFLX,91.6500
147579,01,20160729,NFLX,91.2500
147579,01,20160801,NFLX,94.3700
147579,01,20160802,NFLX,93.5600
147579,01,20160803,NFLX,93.1000
147579,01,20160804,NFLX,93.4400
147579,01,20160805,NFLX,97.0300
147579,01,20160808,NFLX,95.1100
147579,01,20160809,NFLX,93.9900
147579,01,20160810,NFLX,93.9300
147579,01,20160811,NFLX,95.8900
147579,01,20160812,NFLX,96.5900
147579,01,20160815,NFLX,95.3100
147579,01,20160816,NFLX,95.1200
147579,01,20160817,NFLX,96.3700
147579,01,20160818,NFLX,96.1600
147579,01,20160819,NFLX,95.8700
147579,01,20160822,NFLX,95.2600
147579,01,20160823,NFLX,95.9400
147579,01,20160824,NFLX,95.1800
147579,01,20160825,NFLX,97.3200
147579,01,20160826,NFLX,97.5800
147579,01,20160829,NFLX,97.3000
147579,01,20160830,NFLX,97.4500
147579,01,20160831,NFLX,97.4500
147579,01,20160901,NFLX,97.3800
147579,01,20160902,NFLX,97.3800
147579,01,20160906,NFLX,100.0900
147579,01,20160907,NFLX,99.1500
147579,01,20160908,NFLX,99.6600
147579,01,20160909,NFLX,96.5000
147579,01,20160912,NFLX,99.0500
147579,01,20160913,NFLX,96.0900
147579,01,20160914,NFLX,97.0100
147579,01,20160915,NFLX,97.3400
147579,01,20160916,NFLX,99.4800
147579,01,20160919,NFLX,98.0600
147579,01,20160920,NFLX,98.2500
147579,01,20160921,NFLX,94.8800
147579,01,20160922,NFLX,95.8300
147579,01,20160923,NFLX,95.9400
147579,01,20160926,NFLX,94.5600
147579,01,20160927,NFLX,97.0700
147579,01,20160928,NFLX,97.4800
147579,01,20160929,NFLX,96.6700
147579,01,20160930,NFLX,98.5500
147579,01,20161003,NFLX,102.6300
147579,01,20161004,NFLX,102.3400
147579,01,20161005,NFLX,106.2800
147579,01,20161006,NFLX,105.0700
147579,01,20161007,NFLX,104.8200
147579,01,20161010,NFLX,103.3300
147579,01,20161011,NFLX,100.5900
147579,01,20161012,NFLX,99.5000
147579,01,20161013,NFLX,100.2300
147579,01,20161014,NFLX,101.4700
147579,01,20161017,NFLX,99.8000
147579,01,20161018,NFLX,118.7900
147579,01,20161019,NFLX,121.8700
147579,01,20161020,NFLX,123.3500
147579,01,20161021,NFLX,127.5000
147579,01,20161024,NFLX,127.3300
147579,01,20161025,NFLX,126.5100
147579,01,20161026,NFLX,126.9700
147579,01,20161027,NFLX,126.4700
147579,01,20161028,NFLX,126.5700
147579,01,20161031,NFLX,124.8700
147579,01,20161101,NFLX,123.3000
147579,01,20161102,NFLX,122.3400
147579,01,20161103,NFLX,122.1400
147579,01,20161104,NFLX,122.0300
147579,01,20161107,NFLX,124.5800
147579,01,20161108,NFLX,124.3400
147579,01,20161109,NFLX,122.1900
147579,01,20161110,NFLX,115.4200
147579,01,20161111,NFLX,114.7800
147579,01,20161114,NFLX,113.3800
147579,01,20161115,NFLX,113.5900
147579,01,20161116,NFLX,115.1900
147579,01,20161117,NFLX,115.0300
147579,01,20161118,NFLX,115.2100
147579,01,20161121,NFLX,117.9600
147579,01,20161122,NFLX,118.0400
147579,01,20161123,NFLX,117.6900
147579,01,20161125,NFLX,117.4100
147579,01,20161128,NFLX,116.9300
147579,01,20161129,NFLX,117.5100
147579,01,20161130,NFLX,117.0000
147579,01,20161201,NFLX,117.2200
147579,01,20161202,NFLX,120.8100
147579,01,20161205,NFLX,119.1600
147579,01,20161206,NFLX,124.5700
147579,01,20161207,NFLX,125.3900
147579,01,20161208,NFLX,123.2400
147579,01,20161209,NFLX,122.8800
147579,01,20161212,NFLX,122.8300
147579,01,20161213,NFLX,123.7800
147579,01,20161214,NFLX,123.4400
147579,01,20161215,NFLX,125.0000
147579,01,20161216,NFLX,124.2200
147579,01,20161219,NFLX,125.4500
147579,01,20161220,NFLX,125.1200
147579,01,20161221,NFLX,126.5000
147579,01,20161222,NFLX,125.5800
147579,01,20161223,NFLX,125.5900
147579,01,20161227,NFLX,128.3500
147579,01,20161228,NFLX,125.8900
147579,01,20161229,NFLX,125.3300
147579,01,20161230,NFLX,123.8000
147579,01,20170103,NFLX,127.4900
147579,01,20170104,NFLX,129.4100
147579,01,20170105,NFLX,131.8100
147579,01,20170106,NFLX,131.0700
147579,01,20170109,NFLX,130.9500
147579,01,20170110,NFLX,129.8900
147579,01,20170111,NFLX,130.5000
147579,01,20170112,NFLX,129.1800
147579,01,20170113,NFLX,133.7000
147579,01,20170117,NFLX,132.8900
147579,01,20170118,NFLX,133.2600
147579,01,20170119,NFLX,138.4100
147579,01,20170120,NFLX,138.6000
147579,01,20170123,NFLX,137.3900
147579,01,20170124,NFLX,140.1100
147579,01,20170125,NFLX,139.5200
147579,01,20170126,NFLX,138.9600
147579,01,20170127,NFLX,142.4500
147579,01,20170130,NFLX,141.2200
147579,01,20170131,NFLX,140.7100
147579,01,20170201,NFLX,140.7800
147579,01,20170202,NFLX,139.2000
147579,01,20170203,NFLX,140.2500
147579,01,20170206,NFLX,140.9700
147579,01,20170207,NFLX,144.0000
147579,01,20170208,NFLX,144.7400
147579,01,20170209,NFLX,144.1400
147579,01,20170210,NFLX,144.8200
147579,01,20170213,NFLX,143.2000
147579,01,20170214,NFLX,140.8200
147579,01,20170215,NFLX,142.2700
147579,01,20170216,NFLX,142.0100
147579,01,20170217,NFLX,142.2200
147579,01,20170221,NFLX,142.6000
147579,01,20170222,NFLX,143.8600
147579,01,20170223,NFLX,142.7800
147579,01,20170224,NFLX,143.2500
147579,01,20170227,NFLX,143.4100
147579,01,20170228,NFLX,142.1300
147579,01,20170301,NFLX,142.6500
147579,01,20170302,NFLX,139.5300
147579,01,20170303,NFLX,139.1400
147579,01,20170306,NFLX,141.9400
147579,01,20170307,NFLX,141.4300
147579,01,20170308,NFLX,140.3200
147579,01,20170309,NFLX,140.5300
147579,01,20170310,NFLX,140.8900
147579,01,20170313,NFLX,143.5200
147579,01,20170314,NFLX,143.1900
147579,01,20170315,NFLX,145.2500
147579,01,20170316,NFLX,144.3900
147579,01,20170317,NFLX,145.1100
147579,01,20170320,NFLX,145.8300
147579,01,20170321,NFLX,142.4200
147579,01,20170322,NFLX,142.6500
147579,01,20170323,NFLX,141.8400
147579,01,20170324,NFLX,142.0200
147579,01,20170327,NFLX,144.0600
147579,01,20170328,NFLX,145.1700
147579,01,20170329,NFLX,146.4700
147579,01,20170330,NFLX,148.0600
147579,01,20170331,NFLX,147.8100
147579,01,20170403,NFLX,146.9200
147579,01,20170404,NFLX,145.5000
147579,01,20170405,NFLX,143.6200
147579,01,20170406,NFLX,143.7400
147579,01,20170407,NFLX,143.1100
147579,01,20170410,NFLX,143.8500
147579,01,20170411,NFLX,144.3500
147579,01,20170412,NFLX,143.8300
147579,01,20170413,NFLX,142.9200
147579,01,20170417,NFLX,147.2500
147579,01,20170418,NFLX,143.3600
147579,01,20170419,NFLX,139.7600
147579,01,20170420,NFLX,141.1800
147579,01,20170421,NFLX,142.8700
147579,01,20170424,NFLX,143.8300
147579,01,20170425,NFLX,152.1600
147579,01,20170426,NFLX,150.1700
147579,01,20170427,NFLX,153.0800
147579,01,20170428,NFLX,152.2000
147579,01,20170501,NFLX,155.3500
147579,01,20170502,NFLX,156.4500
147579,01,20170503,NFLX,155.5900
147579,01,20170504,NFLX,157.2500
147579,01,20170505,NFLX,156.6000
147579,01,20170508,NFLX,156.3800
147579,01,20170509,NFLX,157.4600
147579,01,20170510,NFLX,160.2800
147579,01,20170511,NFLX,158.5400
147579,01,20170512,NFLX,160.8100
147579,01,20170515,NFLX,160.0200
147579,01,20170516,NFLX,159.4100
147579,01,20170517,NFLX,153.2000
147579,01,20170518,NFLX,155.7000
147579,01,20170519,NFLX,157.0200
147579,01,20170522,NFLX,157.1600
147579,01,20170523,NFLX,157.9500
147579,01,20170524,NFLX,157.7500
147579,01,20170525,NFLX,163.0500
147579,01,20170526,NFLX,162.4300
147579,01,20170530,NFLX,163.2200
147579,01,20170531,NFLX,163.0700
147579,01,20170601,NFLX,162.9900
147579,01,20170602,NFLX,165.1800
147579,01,20170605,NFLX,165.0600
147579,01,20170606,NFLX,165.1700
147579,01,20170607,NFLX,165.6100
147579,01,20170608,NFLX,165.8800
147579,01,20170609,NFLX,158.0300
147579,01,20170612,NFLX,151.4400
147579,01,20170613,NFLX,152.7200
147579,01,20170614,NFLX,152.2000
147579,01,20170615,NFLX,151.7600
147579,01,20170616,NFLX,152.3800
147579,01,20170619,NFLX,153.4000
147579,01,20170620,NFLX,152.0500
147579,01,20170621,NFLX,155.0300
147579,01,20170622,NFLX,154.8900
147579,01,20170623,NFLX,158.0200
147579,01,20170626,NFLX,157.5000
147579,01,20170627,NFLX,151.0300
147579,01,20170628,NFLX,153.4100
147579,01,20170629,NFLX,150.0900
147579,01,20170630,NFLX,149.4100
147579,01,20170703,NFLX,146.1700
147579,01,20170705,NFLX,147.6100
147579,01,20170706,NFLX,146.2500
147579,01,20170707,NFLX,150.1800
147579,01,20170710,NFLX,152.6700
147579,01,20170711,NFLX,154.3300
147579,01,20170712,NFLX,158.7500
147579,01,20170713,NFLX,158.2100
147579,01,20170714,NFLX,161.1200
147579,01,20170717,NFLX,161.7000
147579,01,20170718,NFLX,183.6000
147579,01,20170719,NFLX,183.8600
147579,01,20170720,NFLX,183.6000
147579,01,20170721,NFLX,188.5400
147579,01,20170724,NFLX,187.9100
147579,01,20170725,NFLX,186.9700
147579,01,20170726,NFLX,189.0800
147579,01,20170727,NFLX,182.6800
147579,01,20170728,NFLX,184.0400
147579,01,20170731,NFLX,181.6600
147579,01,20170801,NFLX,182.0300
147579,01,20170802,NFLX,180.7400
147579,01,20170803,NFLX,179.2300
147579,01,20170804,NFLX,180.2700
147579,01,20170807,NFLX,181.3300
147579,01,20170808,NFLX,178.3600
147579,01,20170809,NFLX,175.7800
147579,01,20170810,NFLX,169.1400
147579,01,20170811,NFLX,171.4000
147579,01,20170814,NFLX,171.0000
147579,01,20170815,NFLX,168.5000
147579,01,20170816,NFLX,169.9800
147579,01,20170817,NFLX,166.0900
147579,01,20170818,NFLX,166.5400
147579,01,20170821,NFLX,166.7600
147579,01,20170822,NFLX,169.3400
147579,01,20170823,NFLX,169.0600
147579,01,20170824,NFLX,168.1300
147579,01,20170825,NFLX,165.9500
147579,01,20170828,NFLX,167.1200
147579,01,20170829,NFLX,168.8100
147579,01,20170830,NFLX,174.6900
147579,01,20170831,NFLX,174.7100
147579,01,20170901,NFLX,174.7400
147579,01,20170905,NFLX,174.5200
147579,01,20170906,NFLX,179.2500
147579,01,20170907,NFLX,179.0000
147579,01,20170908,NFLX,176.4200
147579,01,20170911,NFLX,181.7400
147579,01,20170912,NFLX,185.1500
147579,01,20170913,NFLX,183.6400
147579,01,20170914,NFLX,182.6300
147579,01,20170915,NFLX,182.3500
147579,01,20170918,NFLX,184.6200
147579,01,20170919,NFLX,185.6800
147579,01,20170920,NFLX,185.5100
147579,01,20170921,NFLX,188.7800
147579,01,20170922,NFLX,187.3500
147579,01,20170925,NFLX,178.5500
147579,01,20170926,NFLX,179.3800
147579,01,20170927,NFLX,181.9700
147579,01,20170928,NFLX,180.7000
147579,01,20170929,NFLX,181.3500
147579,01,20171002,NFLX,177.0100
147579,01,20171003,NFLX,179.1900
147579,01,20171004,NFLX,184.4500
147579,01,20171005,NFLX,194.3900
147579,01,20171006,NFLX,198.0200
147579,01,20171009,NFLX,196.8700
147579,01,20171010,NFLX,195.0800
147579,01,20171011,NFLX,194.9500
147579,01,20171012,NFLX,195.8600
147579,01,20171013,NFLX,199.4900
147579,01,20171016,NFLX,202.6800
147579,01,20171017,NFLX,199.4800
147579,01,20171018,NFLX,195.5400
147579,01,20171019,NFLX,195.1300
147579,01,20171020,NFLX,194.1600
147579,01,20171023,NFLX,192.4700
147579,01,20171024,NFLX,196.0200
147579,01,20171025,NFLX,193.7700
147579,01,20171026,NFLX,195.2100
147579,01,20171027,NFLX,199.5400
147579,01,20171030,NFLX,198.3700
147579,01,20171031,NFLX,196.4300
147579,01,20171101,NFLX,198.0000
147579,01,20171102,NFLX,199.3200
147579,01,20171103,NFLX,200.0100
147579,01,20171106,NFLX,200.1300
147579,01,20171107,NFLX,195.8900
147579,01,20171108,NFLX,196.4400
147579,01,20171109,NFLX,193.9000
147579,01,20171110,NFLX,192.0200
147579,01,20171113,NFLX,195.0800
147579,01,20171114,NFLX,195.7100
147579,01,20171115,NFLX,192.1200
147579,01,20171116,NFLX,195.5100
147579,01,20171117,NFLX,193.2000
147579,01,20171120,NFLX,194.1000
147579,01,20171121,NFLX,196.2300
147579,01,20171122,NFLX,196.3200
147579,01,20171124,NFLX,195.7500
147579,01,20171127,NFLX,195.0500
147579,01,20171128,NFLX,199.1800
147579,01,20171129,NFLX,188.1500
147579,01,20171130,NFLX,187.5800
147579,01,20171201,NFLX,186.8200
147579,01,20171204,NFLX,184.0400
147579,01,20171205,NFLX,184.2100
147579,01,20171206,NFLX,185.3000
147579,01,20171207,NFLX,185.2000
147579,01,20171208,NFLX,188.5400
147579,01,20171211,NFLX,186.2200
147579,01,20171212,NFLX,185.7300
147579,01,20171213,NFLX,187.8600
147579,01,20171214,NFLX,189.5600
147579,01,20171215,NFLX,190.1200
147579,01,20171218,NFLX,190.4200
147579,01,20171219,NFLX,187.0200
147579,01,20171220,NFLX,188.8200
147579,01,20171221,NFLX,188.6200
147579,01,20171222,NFLX,189.9400
147579,01,20171226,NFLX,187.7600
147579,01,20171227,NFLX,186.2400
147579,01,20171228,NFLX,192.7100
147579,01,20171229,NFLX,191.9600
147579,01,20180102,NFLX,201.0700
147579,01,20180103,NFLX,205.0500
147579,01,20180104,NFLX,205.6300
147579,01,20180105,NFLX,209.9900
147579,01,20180108,NFLX,212.0500
147579,01,20180109,NFLX,209.3100
147579,01,20180110,NFLX,212.5200
147579,01,20180111,NFLX,217.2400
147579,01,20180112,NFLX,221.2300
147579,01,20180116,NFLX,221.5300
147579,01,20180117,NFLX,217.5000
147579,01,20180118,NFLX,220.3300
147579,01,20180119,NFLX,220.4600
147579,01,20180122,NFLX,227.5800
147579,01,20180123,NFLX,250.2900
147579,01,20180124,NFLX,261.3000
147579,01,20180125,NFLX,269.7000
147579,01,20180126,NFLX,274.6000
147579,01,20180129,NFLX,284.5900
147579,01,20180130,NFLX,278.8000
147579,01,20180131,NFLX,270.3000
147579,01,20180201,NFLX,265.0700
147579,01,20180202,NFLX,267.4300
147579,01,20180205,NFLX,254.2600
147579,01,20180206,NFLX,265.7200
147579,01,20180207,NFLX,264.5600
147579,01,20180208,NFLX,250.1000
147579,01,20180209,NFLX,249.4700
147579,01,20180212,NFLX,257.9500
147579,01,20180213,NFLX,258.2700
147579,01,20180214,NFLX,266.0000
147579,01,20180215,NFLX,280.2700
147579,01,20180216,NFLX,278.5200
147579,01,20180220,NFLX,278.5500
147579,01,20180221,NFLX,281.0400
147579,01,20180222,NFLX,278.1400
147579,01,20180223,NFLX,285.9300
147579,01,20180226,NFLX,294.1600
147579,01,20180227,NFLX,290.6100
147579,01,20180228,NFLX,291.3800
147579,01,20180301,NFLX,290.3900
147579,01,20180302,NFLX,301.0500
147579,01,20180305,NFLX,315.0000
147579,01,20180306,NFLX,325.2200
147579,01,20180307,NFLX,321.1600
147579,01,20180308,NFLX,317.0000
147579,01,20180309,NFLX,331.4400
147579,01,20180312,NFLX,321.3000
147579,01,20180313,NFLX,315.8800
147579,01,20180314,NFLX,321.5500
147579,01,20180315,NFLX,321.0900
147579,01,20180316,NFLX,318.4500
147579,01,20180319,NFLX,313.4800
147579,01,20180320,NFLX,317.5000
147579,01,20180321,NFLX,316.4800
147579,01,20180322,NFLX,306.7000
147579,01,20180323,NFLX,300.9400
147579,01,20180326,NFLX,320.3500
147579,01,20180327,NFLX,300.6900
147579,01,20180328,NFLX,285.7700
147579,01,20180329,NFLX,295.3500
147579,01,20180402,NFLX,280.2900
147579,01,20180403,NFLX,283.6700
147579,01,20180404,NFLX,288.9400
147579,01,20180405,NFLX,293.9700
147579,01,20180406,NFLX,288.8500
147579,01,20180409,NFLX,289.9300
147579,01,20180410,NFLX,298.0700
147579,01,20180411,NFLX,303.6700
147579,01,20180412,NFLX,309.2500
147579,01,20180413,NFLX,311.6500
147579,01,20180416,NFLX,307.7800
147579,01,20180417,NFLX,336.0600
147579,01,20180418,NFLX,334.5200
147579,01,20180419,NFLX,332.7000
147579,01,20180420,NFLX,327.7700
147579,01,20180423,NFLX,318.6900
147579,01,20180424,NFLX,307.0200
147579,01,20180425,NFLX,305.7600
147579,01,20180426,NFLX,313.9800
147579,01,20180427,NFLX,311.7600
147579,01,20180430,NFLX,312.4600
147579,01,20180501,NFLX,313.3000
147579,01,20180502,NFLX,313.3600
147579,01,20180503,NFLX,311.6900
147579,01,20180504,NFLX,320.0900
147579,01,20180507,NFLX,326.2600
147579,01,20180508,NFLX,326.8900
147579,01,20180509,NFLX,330.3000
147579,01,20180510,NFLX,329.6000
147579,01,20180511,NFLX,326.4600
147579,01,20180514,NFLX,328.5300
147579,01,20180515,NFLX,326.1300
147579,01,20180516,NFLX,328.1900
147579,01,20180517,NFLX,325.2200
147579,01,20180518,NFLX,324.1800
147579,01,20180521,NFLX,331.8200
147579,01,20180522,NFLX,331.6200
147579,01,20180523,NFLX,344.7200
147579,01,20180524,NFLX,349.2900
147579,01,20180525,NFLX,351.2900
147579,01,20180529,NFLX,349.7300
147579,01,20180530,NFLX,353.5400
147579,01,20180531,NFLX,351.6000
147579,01,20180601,NFLX,359.9300
147579,01,20180604,NFLX,361.8100
147579,01,20180605,NFLX,365.8000
147579,01,20180606,NFLX,367.4500
147579,01,20180607,NFLX,361.4000
147579,01,20180608,NFLX,360.5700
147579,01,20180611,NFLX,361.4500
147579,01,20180612,NFLX,363.8300
147579,01,20180613,NFLX,379.9300
147579,01,20180614,NFLX,392.8700
147579,01,20180615,NFLX,391.9800
147579,01,20180618,NFLX,390.4000
147579,01,20180619,NFLX,404.9800
147579,01,20180620,NFLX,416.7600
147579,01,20180621,NFLX,415.4400
147579,01,20180622,NFLX,411.0900
147579,01,20180625,NFLX,384.4800
147579,01,20180626,NFLX,399.3900
147579,01,20180627,NFLX,390.3900
147579,01,20180628,NFLX,395.4200
147579,01,20180629,NFLX,391.4300
147579,01,20180702,NFLX,398.1800
147579,01,20180703,NFLX,390.5200
147579,01,20180705,NFLX,398.3900
147579,01,20180706,NFLX,408.2500
147579,01,20180709,NFLX,418.9700
147579,01,20180710,NFLX,415.6300
147579,01,20180711,NFLX,418.6500
147579,01,20180712,NFLX,413.5000
147579,01,20180713,NFLX,395.8000
147579,01,20180716,NFLX,400.4800
147579,01,20180717,NFLX,379.4800
147579,01,20180718,NFLX,375.1300
147579,01,20180719,NFLX,364.2300
147579,01,20180720,NFLX,361.0500
147579,01,20180723,NFLX,362.6600
147579,01,20180724,NFLX,357.3200
147579,01,20180725,NFLX,362.8700
147579,01,20180726,NFLX,363.0900
147579,01,20180727,NFLX,355.2100
147579,01,20180730,NFLX,334.9600
147579,01,20180731,NFLX,337.4500
147579,01,20180801,NFLX,338.3800
147579,01,20180802,NFLX,344.5000
147579,01,20180803,NFLX,343.0900
147579,01,20180806,NFLX,350.9200
147579,01,20180807,NFLX,351.8300
147579,01,20180808,NFLX,347.6100
147579,01,20180809,NFLX,349.3600
147579,01,20180810,NFLX,345.8700
147579,01,20180813,NFLX,341.3100
147579,01,20180814,NFLX,337.4900
147579,01,20180815,NFLX,326.4000
147579,01,20180816,NFLX,322.4400
147579,01,20180817,NFLX,316.7800
147579,01,20180820,NFLX,327.7300
147579,01,20180821,NFLX,338.0200
147579,01,20180822,NFLX,344.4400
147579,01,20180823,NFLX,339.1700
147579,01,20180824,NFLX,358.8200
147579,01,20180827,NFLX,364.5800
147579,01,20180828,NFLX,368.4900
147579,01,20180829,NFLX,368.0400
147579,01,20180830,NFLX,370.9800
147579,01,20180831,NFLX,367.6800
147579,01,20180904,NFLX,363.6000
147579,01,20180905,NFLX,341.1800
147579,01,20180906,NFLX,346.4600
147579,01,20180907,NFLX,348.6800
147579,01,20180910,NFLX,348.4100
147579,01,20180911,NFLX,355.9300
147579,01,20180912,NFLX,369.9500
147579,01,20180913,NFLX,368.1500
147579,01,20180914,NFLX,364.5600
147579,01,20180917,NFLX,350.3500
147579,01,20180918,NFLX,367.6500
147579,01,20180919,NFLX,366.9600
147579,01,20180920,NFLX,365.3600
147579,01,20180921,NFLX,361.1900
147579,01,20180924,NFLX,369.6100
147579,01,20180925,NFLX,369.4300
147579,01,20180926,NFLX,377.8800
147579,01,20180927,NFLX,380.7100
147579,01,20180928,NFLX,374.1300
147579,01,20181001,NFLX,381.4300
147579,01,20181002,NFLX,377.1400
147579,01,20181003,NFLX,377.0500
147579,01,20181004,NFLX,363.6500
147579,01,20181005,NFLX,351.3500
147579,01,20181008,NFLX,349.1000
147579,01,20181009,NFLX,355.7100
147579,01,20181010,NFLX,325.8900
147579,01,20181011,NFLX,321.1000
147579,01,20181012,NFLX,339.5600
147579,01,20181015,NFLX,333.1300
147579,01,20181016,NFLX,346.4000
147579,01,20181017,NFLX,364.7000
147579,01,20181018,NFLX,346.7100
147579,01,20181019,NFLX,332.6700
147579,01,20181022,NFLX,329.5400
147579,01,20181023,NFLX,333.1600
147579,01,20181024,NFLX,301.8300
147579,01,20181025,NFLX,312.8700
147579,01,20181026,NFLX,299.8300
147579,01,20181029,NFLX,284.8400
147579,01,20181030,NFLX,285.8100
147579,01,20181031,NFLX,301.7800
147579,01,20181101,NFLX,317.3800
147579,01,20181102,NFLX,309.1000
147579,01,20181105,NFLX,315.4400
147579,01,20181106,NFLX,310.8400
147579,01,20181107,NFLX,327.5000
147579,01,20181108,NFLX,317.9200
147579,01,20181109,NFLX,303.4700
147579,01,20181112,NFLX,294.0700
147579,01,20181113,NFLX,294.4000
147579,01,20181114,NFLX,286.7300
147579,01,20181115,NFLX,290.0600
147579,01,20181116,NFLX,286.2100
147579,01,20181119,NFLX,270.6000
147579,01,20181120,NFLX,266.9800
147579,01,20181121,NFLX,262.1300
147579,01,20181123,NFLX,258.8200
147579,01,20181126,NFLX,261.4300
147579,01,20181127,NFLX,266.6300
147579,01,20181128,NFLX,282.6500
147579,01,20181129,NFLX,288.7500
147579,01,20181130,NFLX,286.1300
147579,01,20181203,NFLX,290.3000
147579,01,20181204,NFLX,275.3300
147579,01,20181206,NFLX,282.8800
147579,01,20181207,NFLX,265.1400
147579,01,20181210,NFLX,269.7000
147579,01,20181211,NFLX,265.3200
147579,01,20181212,NFLX,274.8800
147579,01,20181213,NFLX,276.0200
147579,01,20181214,NFLX,266.8400
147579,01,20181217,NFLX,262.8000
147579,01,20181218,NFLX,270.9400
147579,01,20181219,NFLX,266.7700
147579,01,20181220,NFLX,260.5800
147579,01,20181221,NFLX,246.3900
147579,01,20181224,NFLX,233.8800
147579,01,20181226,NFLX,253.6700
147579,01,20181227,NFLX,255.5650
147579,01,20181228,NFLX,256.0800
147579,01,20181231,NFLX,267.6600
147579,01,20190102,NFLX,267.6600
147579,01,20190103,NFLX,271.2000
147579,01,20190104,NFLX,297.5700
147579,01,20190107,NFLX,315.3400
147579,01,20190108,NFLX,320.2700
147579,01,20190109,NFLX,319.9600
147579,01,20190110,NFLX,324.6600
147579,01,20190111,NFLX,337.5900
147579,01,20190114,NFLX,332.9400
147579,01,20190115,NFLX,354.6400
147579,01,20190116,NFLX,351.3900
147579,01,20190117,NFLX,353.1900
147579,01,20190118,NFLX,339.1000
147579,01,20190122,NFLX,325.1600
147579,01,20190123,NFLX,321.9900
147579,01,20190124,NFLX,326.6700
147579,01,20190125,NFLX,338.0500
147579,01,20190128,NFLX,335.6600
147579,01,20190129,NFLX,328.9000
147579,01,20190130,NFLX,340.6600
147579,01,20190131,NFLX,339.5000
147579,01,20190201,NFLX,339.8500
147579,01,20190204,NFLX,351.3400
147579,01,20190205,NFLX,355.8100
147579,01,20190206,NFLX,352.1900
147579,01,20190207,NFLX,344.7100
147579,01,20190208,NFLX,347.5700
147579,01,20190211,NFLX,345.7300
147579,01,20190212,NFLX,359.9700
147579,01,20190213,NFLX,351.7700
147579,01,20190214,NFLX,359.0700
147579,01,20190215,NFLX,356.8700
147579,01,20190219,NFLX,361.9200
147579,01,20190220,NFLX,359.9100
147579,01,20190221,NFLX,356.9700
147579,01,20190222,NFLX,363.0200
147579,01,20190225,NFLX,363.9100
147579,01,20190226,NFLX,364.9700
147579,01,20190227,NFLX,362.8700
147579,01,20190228,NFLX,358.1000
147579,01,20190301,NFLX,357.3200
147579,01,20190304,NFLX,351.0400
147579,01,20190305,NFLX,354.3000
147579,01,20190306,NFLX,359.6100
147579,01,20190307,NFLX,352.6000
147579,01,20190308,NFLX,349.6000
147579,01,20190311,NFLX,358.8600
147579,01,20190312,NFLX,356.2700
147579,01,20190313,NFLX,361.2100
147579,01,20190314,NFLX,358.8200
147579,01,20190315,NFLX,361.4600
147579,01,20190318,NFLX,363.4400
147579,01,20190319,NFLX,358.7800
147579,01,20190320,NFLX,375.2200
147579,01,20190321,NFLX,377.8700
147579,01,20190322,NFLX,361.0100
147579,01,20190325,NFLX,366.2300
147579,01,20190326,NFLX,359.9700
147579,01,20190327,NFLX,353.3700
147579,01,20190328,NFLX,354.6100
147579,01,20190329,NFLX,356.5600
147579,01,20190401,NFLX,366.9600
147579,01,20190402,NFLX,367.7200
147579,01,20190403,NFLX,369.7500
147579,01,20190404,NFLX,367.8800
147579,01,20190405,NFLX,365.4900
147579,01,20190408,NFLX,361.4100
147579,01,20190409,NFLX,364.7100
147579,01,20190410,NFLX,363.9200
147579,01,20190411,NFLX,367.6500
147579,01,20190412,NFLX,351.1400
147579,01,20190415,NFLX,348.8700
147579,01,20190416,NFLX,359.4600
147579,01,20190417,NFLX,354.7400
147579,01,20190418,NFLX,360.3500
147579,01,20190422,NFLX,377.3400
147579,01,20190423,NFLX,381.8900
147579,01,20190424,NFLX,374.2300
147579,01,20190425,NFLX,368.3300
147579,01,20190426,NFLX,374.8500
147579,01,20190429,NFLX,371.8300
147579,01,20190430,NFLX,370.5400
147579,01,20190501,NFLX,378.8100
147579,01,20190502,NFLX,379.0600
147579,01,20190503,NFLX,385.0300
147579,01,20190506,NFLX,378.6700
147579,01,20190507,NFLX,370.4600
147579,01,20190508,NFLX,364.3700
147579,01,20190509,NFLX,362.7500
147579,01,20190510,NFLX,361.0400
147579,01,20190513,NFLX,345.2600
147579,01,20190514,NFLX,345.6100
147579,01,20190515,NFLX,354.9900
147579,01,20190516,NFLX,359.3100
147579,01,20190517,NFLX,354.4500
147579,01,20190520,NFLX,348.1100
147579,01,20190521,NFLX,354.2700
147579,01,20190522,NFLX,359.7300
147579,01,20190523,NFLX,352.2100
