gvkey,iid,datadate,tic,prccd
147579,01,20130723,NFLX,250.2600
147579,01,20130724,NFLX,241.3000
147579,01,20130725,NFLX,246.7400
147579,01,20130726,NFLX,246.3100
147579,01,20130729,NFLX,244.9600
147579,01,20130730,NFLX,243.7600
147579,01,20130731,NFLX,244.4840
147579,01,20130801,NFLX,249.1200
147579,01,20130802,NFLX,246.1800
147579,01,20130805,NFLX,253.8400
147579,01,20130806,NFLX,255.9000
147579,01,20130807,NFLX,249.2100
147579,01,20130808,NFLX,250.4000
147579,01,20130809,NFLX,252.7500
147579,01,20130812,NFLX,256.6000
147579,01,20130813,NFLX,259.1900
147579,01,20130814,NFLX,261.8100
147579,01,20130815,NFLX,253.4100
147579,01,20130816,NFLX,258.8700
147579,01,20130819,NFLX,259.7800
147579,01,20130820,NFLX,273.2900
147579,01,20130821,NFLX,270.3700
147579,01,20130822,NFLX,269.7500
147579,01,20130823,NFLX,278.3600
147579,01,20130826,NFLX,282.7200
147579,01,20130827,NFLX,276.0400
147579,01,20130828,NFLX,283.3600
147579,01,20130829,NFLX,287.8500
147579,01,20130830,NFLX,283.9100
147579,01,20130903,NFLX,289.0000
147579,01,20130904,NFLX,292.4300
147579,01,20130905,NFLX,295.1100
147579,01,20130906,NFLX,291.5400
147579,01,20130909,NFLX,294.1500
147579,01,20130910,NFLX,313.0600
147579,01,20130911,NFLX,308.3000
147579,01,20130912,NFLX,301.4060
147579,01,20130913,NFLX,305.6500
147579,01,20130916,NFLX,302.1600
147579,01,20130917,NFLX,299.5500
147579,01,20130918,NFLX,306.9200
147579,01,20130919,NFLX,305.4980
147579,01,20130920,NFLX,313.8300
147579,01,20130923,NFLX,302.0400
147579,01,20130924,NFLX,306.4900
147579,01,20130925,NFLX,307.1400
147579,01,20130926,NFLX,313.5100
147579,01,20130927,NFLX,312.4000
147579,01,20130930,NFLX,309.2100
147579,01,20131001,NFLX,324.6200
147579,01,20131002,NFLX,330.7300
147579,01,20131003,NFLX,321.7200
147579,01,20131004,NFLX,327.2600
147579,01,20131007,NFLX,318.1600
147579,01,20131008,NFLX,302.3200
147579,01,20131009,NFLX,288.4300
147579,01,20131010,NFLX,303.9940
147579,01,20131011,NFLX,300.8480
147579,01,20131014,NFLX,324.3600
147579,01,20131015,NFLX,321.6900
147579,01,20131016,NFLX,322.8780
147579,01,20131017,NFLX,330.1000
147579,01,20131018,NFLX,333.5000
147579,01,20131021,NFLX,354.9900
147579,01,20131022,NFLX,322.5240
147579,01,20131023,NFLX,330.2400
147579,01,20131024,NFLX,331.2200
147579,01,20131025,NFLX,328.0310
147579,01,20131028,NFLX,314.0000
147579,01,20131029,NFLX,327.3000
147579,01,20131030,NFLX,318.1400
147579,01,20131031,NFLX,322.4800
147579,01,20131101,NFLX,329.2650
147579,01,20131104,NFLX,337.6000
147579,01,20131105,NFLX,341.5000
147579,01,20131106,NFLX,335.6300
147579,01,20131107,NFLX,326.8600
147579,01,20131108,NFLX,334.9000
147579,01,20131111,NFLX,337.9100
147579,01,20131112,NFLX,333.7300
147579,01,20131113,NFLX,335.2840
147579,01,20131114,NFLX,342.5700
147579,01,20131115,NFLX,349.7600
147579,01,20131118,NFLX,341.7700
147579,01,20131119,NFLX,337.2900
147579,01,20131120,NFLX,339.5200
147579,01,20131121,NFLX,348.5000
147579,01,20131122,NFLX,347.8500
147579,01,20131125,NFLX,350.2400
147579,01,20131126,NFLX,355.2000
147579,01,20131127,NFLX,362.4900
147579,01,20131129,NFLX,365.8000
147579,01,20131202,NFLX,363.9200
147579,01,20131203,NFLX,362.9400
147579,01,20131204,NFLX,356.2700
147579,01,20131205,NFLX,358.0600
147579,01,20131206,NFLX,354.4400
147579,01,20131209,NFLX,355.6700
147579,01,20131210,NFLX,363.1000
147579,01,20131211,NFLX,363.9800
147579,01,20131212,NFLX,373.3300
147579,01,20131213,NFLX,368.9700
147579,01,20131216,NFLX,366.3100
147579,01,20131217,NFLX,374.8700
147579,01,20131218,NFLX,376.2400
147579,01,20131219,NFLX,376.7400
147579,01,20131220,NFLX,375.6700
147579,01,20131223,NFLX,380.5800
147579,01,20131224,NFLX,378.3900
147579,01,20131226,NFLX,376.9300
147579,01,20131227,NFLX,367.5000
147579,01,20131230,NFLX,366.9900
147579,01,20131231,NFLX,368.1700
147579,01,20140102,NFLX,362.8200
147579,01,20140103,NFLX,363.1000
147579,01,20140106,NFLX,359.5700
147579,01,20140107,NFLX,339.5000
147579,01,20140108,NFLX,340.9900
147579,01,20140109,NFLX,337.0500
147579,01,20140110,NFLX,332.1400
147579,01,20140113,NFLX,336.8100
147579,01,20140114,NFLX,337.9600
147579,01,20140115,NFLX,330.3800
147579,01,20140116,NFLX,331.6800
147579,01,20140117,NFLX,330.0400
147579,01,20140121,NFLX,328.7100
147579,01,20140122,NFLX,333.7300
147579,01,20140123,NFLX,388.7200
147579,01,20140124,NFLX,386.0800
147579,01,20140127,NFLX,381.2300
147579,01,20140128,NFLX,406.7700
147579,01,20140129,NFLX,400.4200
147579,01,20140130,NFLX,404.6700
147579,01,20140131,NFLX,409.3300
147579,01,20140203,NFLX,404.3800
147579,01,20140204,NFLX,405.9100
147579,01,20140205,NFLX,404.4200
147579,01,20140206,NFLX,407.9100
147579,01,20140207,NFLX,429.9800
147579,01,20140210,NFLX,430.4400
147579,01,20140211,NFLX,433.9900
147579,01,20140212,NFLX,428.9300
147579,01,20140213,NFLX,436.5500
147579,01,20140214,NFLX,435.5100
147579,01,20140218,NFLX,436.8500
147579,01,20140219,NFLX,428.2300
147579,01,20140220,NFLX,434.9500
147579,01,20140221,NFLX,432.2300
147579,01,20140224,NFLX,447.0000
147579,01,20140225,NFLX,453.0300
147579,01,20140226,NFLX,448.7900
147579,01,20140227,NFLX,452.2300
147579,01,20140228,NFLX,445.6300
147579,01,20140303,NFLX,445.5900
147579,01,20140304,NFLX,454.9800
147579,01,20140305,NFLX,453.5000
147579,01,20140306,NFLX,450.5100
147579,01,20140307,NFLX,448.3700
147579,01,20140310,NFLX,439.9500
147579,01,20140311,NFLX,437.4800
147579,01,20140312,NFLX,436.5800
147579,01,20140313,NFLX,430.0600
147579,01,20140314,NFLX,424.4900
147579,01,20140317,NFLX,422.7200
147579,01,20140318,NFLX,420.2500
147579,01,20140319,NFLX,420.0900
147579,01,20140320,NFLX,424.2700
147579,01,20140321,NFLX,405.9900
147579,01,20140324,NFLX,378.9000
147579,01,20140325,NFLX,370.8400
147579,01,20140326,NFLX,372.2800
147579,01,20140327,NFLX,364.1800
147579,01,20140328,NFLX,358.8700
147579,01,20140331,NFLX,352.0300
147579,01,20140401,NFLX,364.6900
147579,01,20140402,NFLX,362.8800
147579,01,20140403,NFLX,354.6900
147579,01,20140404,NFLX,337.3100
147579,01,20140407,NFLX,338.0000
147579,01,20140408,NFLX,348.8900
147579,01,20140409,NFLX,353.0300
147579,01,20140410,NFLX,334.7300
147579,01,20140411,NFLX,326.7100
147579,01,20140414,NFLX,331.5800
147579,01,20140415,NFLX,326.2700
147579,01,20140416,NFLX,331.4100
147579,01,20140417,NFLX,345.7400
147579,01,20140421,NFLX,348.4900
147579,01,20140422,NFLX,372.9000
147579,01,20140423,NFLX,353.5000
147579,01,20140424,NFLX,344.0700
147579,01,20140425,NFLX,322.0800
147579,01,20140428,NFLX,314.2100
147579,01,20140429,NFLX,319.8700
147579,01,20140430,NFLX,322.0400
147579,01,20140501,NFLX,336.5190
147579,01,20140502,NFLX,340.6500
147579,01,20140505,NFLX,344.3800
147579,01,20140506,NFLX,326.1900
147579,01,20140507,NFLX,320.5400
147579,01,20140508,NFLX,321.6600
147579,01,20140509,NFLX,328.5500
147579,01,20140512,NFLX,345.4500
147579,01,20140513,NFLX,347.1400
147579,01,20140514,NFLX,351.8800
147579,01,20140515,NFLX,344.1900
147579,01,20140516,NFLX,349.8800
147579,01,20140519,NFLX,364.5000
147579,01,20140520,NFLX,371.6700
147579,01,20140521,NFLX,390.6000
147579,01,20140522,NFLX,391.8000
147579,01,20140523,NFLX,402.3500
147579,01,20140527,NFLX,398.8100
147579,01,20140528,NFLX,401.2400
147579,01,20140529,NFLX,415.2000
147579,01,20140530,NFLX,417.8300
147579,01,20140602,NFLX,422.0600
147579,01,20140603,NFLX,417.5700
147579,01,20140604,NFLX,423.2100
147579,01,20140605,NFLX,428.3500
147579,01,20140606,NFLX,430.1300
147579,01,20140609,NFLX,423.0900
147579,01,20140610,NFLX,428.2900
147579,01,20140611,NFLX,430.0000
147579,01,20140612,NFLX,422.4500
147579,01,20140613,NFLX,427.7100
147579,01,20140616,NFLX,430.2600
147579,01,20140617,NFLX,443.6500
147579,01,20140618,NFLX,448.6800
147579,01,20140619,NFLX,441.3900
147579,01,20140620,NFLX,440.1800
147579,01,20140623,NFLX,439.5200
147579,01,20140624,NFLX,436.3600
147579,01,20140625,NFLX,444.2100
147579,01,20140626,NFLX,439.6100
147579,01,20140627,NFLX,442.0800
147579,01,20140630,NFLX,440.6000
147579,01,20140701,NFLX,473.1000
147579,01,20140702,NFLX,466.7400
147579,01,20140703,NFLX,472.3500
147579,01,20140707,NFLX,460.6200
147579,01,20140708,NFLX,445.0500
147579,01,20140709,NFLX,443.0000
147579,01,20140710,NFLX,438.5500
147579,01,20140711,NFLX,439.9600
147579,01,20140714,NFLX,452.5801
147579,01,20140715,NFLX,449.0900
147579,01,20140716,NFLX,444.4400
147579,01,20140717,NFLX,439.3600
147579,01,20140718,NFLX,444.1700
147579,01,20140721,NFLX,451.9499
147579,01,20140722,NFLX,431.0900
147579,01,20140723,NFLX,427.9000
147579,01,20140724,NFLX,425.3800
147579,01,20140725,NFLX,421.8600
147579,01,20140728,NFLX,424.6600
147579,01,20140729,NFLX,424.2800
147579,01,20140730,NFLX,434.3600
147579,01,20140731,NFLX,422.7200
147579,01,20140801,NFLX,425.4000
147579,01,20140804,NFLX,422.7000
147579,01,20140805,NFLX,422.8500
147579,01,20140806,NFLX,430.3000
147579,01,20140807,NFLX,449.6700
147579,01,20140808,NFLX,445.8500
147579,01,20140811,NFLX,451.5400
147579,01,20140812,NFLX,446.4100
147579,01,20140813,NFLX,451.5300
147579,01,20140814,NFLX,450.8700
147579,01,20140815,NFLX,459.0900
147579,01,20140818,NFLX,466.0000
147579,01,20140819,NFLX,468.1500
147579,01,20140820,NFLX,472.1900
147579,01,20140821,NFLX,472.0500
147579,01,20140822,NFLX,479.1900
147579,01,20140825,NFLX,480.9300
147579,01,20140826,NFLX,479.3600
147579,01,20140827,NFLX,474.7000
147579,01,20140828,NFLX,475.2100
147579,01,20140829,NFLX,477.6400
147579,01,20140902,NFLX,476.6000
147579,01,20140903,NFLX,477.3900
147579,01,20140904,NFLX,472.6700
147579,01,20140905,NFLX,475.6800
147579,01,20140908,NFLX,479.3300
147579,01,20140909,NFLX,479.0100
147579,01,20140910,NFLX,484.3900
147579,01,20140911,NFLX,481.5600
147579,01,20140912,NFLX,476.5500
147579,01,20140915,NFLX,457.7500
147579,01,20140916,NFLX,456.9100
147579,01,20140917,NFLX,454.5300
147579,01,20140918,NFLX,459.0100
147579,01,20140919,NFLX,457.5200
147579,01,20140922,NFLX,442.7800
147579,01,20140923,NFLX,443.9000
147579,01,20140924,NFLX,450.5600
147579,01,20140925,NFLX,443.4900
147579,01,20140926,NFLX,448.7500
147579,01,20140929,NFLX,449.5600
147579,01,20140930,NFLX,451.1800
147579,01,20141001,NFLX,438.8000
147579,01,20141002,NFLX,449.9800
147579,01,20141003,NFLX,459.5400
147579,01,20141006,NFLX,463.4800
147579,01,20141007,NFLX,456.2500
147579,01,20141008,NFLX,466.8600
147579,01,20141009,NFLX,461.6200
147579,01,20141010,NFLX,452.0800
147579,01,20141013,NFLX,438.5800
147579,01,20141014,NFLX,449.1200
147579,01,20141015,NFLX,448.5900
147579,01,20141016,NFLX,361.7000
147579,01,20141017,NFLX,357.0900
147579,01,20141020,NFLX,359.2200
147579,01,20141021,NFLX,365.9900
147579,01,20141022,NFLX,374.6500
147579,01,20141023,NFLX,383.0400
147579,01,20141024,NFLX,385.0200
147579,01,20141027,NFLX,379.4000
147579,01,20141028,NFLX,386.2200
147579,01,20141029,NFLX,378.1000
147579,01,20141030,NFLX,379.0100
147579,01,20141031,NFLX,392.7700
147579,01,20141103,NFLX,388.4100
147579,01,20141104,NFLX,382.7800
147579,01,20141105,NFLX,380.3800
147579,01,20141106,NFLX,383.3000
147579,01,20141107,NFLX,384.1600
147579,01,20141110,NFLX,387.2700
147579,01,20141111,NFLX,382.5500
147579,01,20141112,NFLX,383.8600
147579,01,20141113,NFLX,379.4100
147579,01,20141114,NFLX,386.0400
147579,01,20141117,NFLX,381.1400
147579,01,20141118,NFLX,381.0300
147579,01,20141119,NFLX,363.1000
147579,01,20141120,NFLX,368.1400
147579,01,20141121,NFLX,360.2800
147579,01,20141124,NFLX,356.4700
147579,01,20141125,NFLX,348.9900
147579,01,20141126,NFLX,351.1600
147579,01,20141128,NFLX,346.5900
147579,01,20141201,NFLX,341.8100
147579,01,20141202,NFLX,352.3100
147579,01,20141203,NFLX,355.1200
147579,01,20141204,NFLX,350.6000
147579,01,20141205,NFLX,350.9200
147579,01,20141208,NFLX,339.4800
147579,01,20141209,NFLX,343.7800
147579,01,20141210,NFLX,334.3200
147579,01,20141211,NFLX,334.6300
147579,01,20141212,NFLX,334.4800
147579,01,20141215,NFLX,327.0400
147579,01,20141216,NFLX,316.4400
147579,01,20141217,NFLX,333.6500
147579,01,20141218,NFLX,334.4200
147579,01,20141219,NFLX,340.1200
147579,01,20141222,NFLX,336.6800
147579,01,20141223,NFLX,336.4300
147579,01,20141224,NFLX,342.1000
147579,01,20141226,NFLX,340.0500
147579,01,20141229,NFLX,341.9300
147579,01,20141230,NFLX,343.2300
147579,01,20141231,NFLX,341.6100
147579,01,20150102,NFLX,348.9400
147579,01,20150105,NFLX,331.1800
147579,01,20150106,NFLX,325.5100
147579,01,20150107,NFLX,327.2000
147579,01,20150108,NFLX,334.4550
147579,01,20150109,NFLX,329.2900
147579,01,20150112,NFLX,318.8300
147579,01,20150113,NFLX,323.7900
147579,01,20150114,NFLX,324.2400
147579,01,20150115,NFLX,323.7600
147579,01,20150116,NFLX,337.3400
147579,01,20150120,NFLX,348.8000
147579,01,20150121,NFLX,409.2800
147579,01,20150122,NFLX,428.4400
147579,01,20150123,NFLX,437.4550
147579,01,20150126,NFLX,446.5600
147579,01,20150127,NFLX,454.1700
147579,01,20150128,NFLX,442.4600
147579,01,20150129,NFLX,443.8000
147579,01,20150130,NFLX,441.8000
147579,01,20150202,NFLX,441.0650
147579,01,20150203,NFLX,456.9200
147579,01,20150204,NFLX,448.7100
147579,01,20150205,NFLX,448.9100
147579,01,20150206,NFLX,444.3600
147579,01,20150209,NFLX,443.0650
147579,01,20150210,NFLX,453.9500
147579,01,20150211,NFLX,454.8900
147579,01,20150212,NFLX,456.7300
147579,01,20150213,NFLX,466.1000
147579,01,20150217,NFLX,469.9600
147579,01,20150218,NFLX,475.0600
147579,01,20150219,NFLX,474.6000
147579,01,20150220,NFLX,478.2000
147579,01,20150223,NFLX,471.8400
147579,01,20150224,NFLX,474.8800
147579,01,20150225,NFLX,478.3300
147579,01,20150226,NFLX,483.0300
147579,01,20150227,NFLX,474.9100
147579,01,20150302,NFLX,480.2500
147579,01,20150303,NFLX,474.7100
147579,01,20150304,NFLX,469.7700
147579,01,20150305,NFLX,467.6500
147579,01,20150306,NFLX,454.1200
147579,01,20150309,NFLX,445.6300
147579,01,20150310,NFLX,435.0600
147579,01,20150311,NFLX,440.1900
147579,01,20150312,NFLX,448.3200
147579,01,20150313,NFLX,438.4000
147579,01,20150316,NFLX,421.9700
147579,01,20150317,NFLX,418.5200
147579,01,20150318,NFLX,423.1200
147579,01,20150319,NFLX,425.2100
147579,01,20150320,NFLX,428.2950
147579,01,20150323,NFLX,425.0000
147579,01,20150324,NFLX,438.2800
147579,01,20150325,NFLX,421.7500
147579,01,20150326,NFLX,418.2600
147579,01,20150327,NFLX,414.7700
147579,01,20150330,NFLX,422.5700
147579,01,20150331,NFLX,416.6900
147579,01,20150401,NFLX,413.1200
147579,01,20150402,NFLX,414.0800
147579,01,20150406,NFLX,422.3100
147579,01,20150407,NFLX,423.4600
147579,01,20150408,NFLX,441.3500
147579,01,20150409,NFLX,439.5000
147579,01,20150410,NFLX,454.5700
147579,01,20150413,NFLX,474.6800
147579,01,20150414,NFLX,478.7100
147579,01,20150415,NFLX,475.4600
147579,01,20150416,NFLX,562.0500
147579,01,20150417,NFLX,571.5500
147579,01,20150420,NFLX,567.3900
147579,01,20150421,NFLX,560.4400
147579,01,20150422,NFLX,557.6800
147579,01,20150423,NFLX,559.0600
147579,01,20150424,NFLX,558.3950
147579,01,20150427,NFLX,566.0800
147579,01,20150428,NFLX,563.0600
147579,01,20150429,NFLX,562.8500
147579,01,20150430,NFLX,556.5000
147579,01,20150501,NFLX,557.0300
147579,01,20150504,NFLX,554.9000
147579,01,20150505,NFLX,565.5500
147579,01,20150506,NFLX,560.5400
147579,01,20150507,NFLX,565.2400
147579,01,20150508,NFLX,574.6000
147579,01,20150511,NFLX,589.9450
147579,01,20150512,NFLX,583.6400
147579,01,20150513,NFLX,580.1100
147579,01,20150514,NFLX,586.8500
147579,01,20150515,NFLX,613.2500
147579,01,20150518,NFLX,617.8700
147579,01,20150519,NFLX,616.4800
147579,01,20150520,NFLX,621.5300
147579,01,20150521,NFLX,623.0200
147579,01,20150522,NFLX,621.8700
147579,01,20150526,NFLX,615.9500
147579,01,20150527,NFLX,629.0000
147579,01,20150528,NFLX,626.5500
147579,01,20150529,NFLX,624.0600
147579,01,20150601,NFLX,623.0200
147579,01,20150602,NFLX,623.9100
147579,01,20150603,NFLX,621.6600
147579,01,20150604,NFLX,625.4400
147579,01,20150605,NFLX,633.2200
147579,01,20150608,NFLX,627.2300
147579,01,20150609,NFLX,647.1500
147579,01,20150610,NFLX,671.1000
147579,01,20150611,NFLX,665.6600
147579,01,20150612,NFLX,660.9300
147579,01,20150615,NFLX,654.0200
147579,01,20150616,NFLX,666.9100
147579,01,20150617,NFLX,659.9000
147579,01,20150618,NFLX,663.2000
147579,01,20150619,NFLX,657.1000
147579,01,20150622,NFLX,674.9000
147579,01,20150623,NFLX,681.1900
147579,01,20150624,NFLX,678.6100
147579,01,20150625,NFLX,664.2400
147579,01,20150626,NFLX,651.6200
147579,01,20150629,NFLX,645.6200
147579,01,20150630,NFLX,656.9400
147579,01,20150701,NFLX,655.4500
147579,01,20150702,NFLX,658.3100
147579,01,20150706,NFLX,662.0000
147579,01,20150707,NFLX,658.6400
147579,01,20150708,NFLX,654.5500
147579,01,20150709,NFLX,670.0900
147579,01,20150710,NFLX,680.6000
147579,01,20150713,NFLX,707.6100
147579,01,20150714,NFLX,702.6000
147579,01,20150715,NFLX,98.1300
147579,01,20150716,NFLX,115.8100
147579,01,20150717,NFLX,114.7700
147579,01,20150720,NFLX,110.5500
147579,01,20150721,NFLX,112.5100
147579,01,20150722,NFLX,111.5000
147579,01,20150723,NFLX,110.1000
147579,01,20150724,NFLX,109.3400
147579,01,20150727,NFLX,106.4300
147579,01,20150728,NFLX,106.9000
147579,01,20150729,NFLX,107.0800
147579,01,20150730,NFLX,111.5600
147579,01,20150731,NFLX,114.3100
147579,01,20150803,NFLX,112.5600
147579,01,20150804,NFLX,121.1500
147579,01,20150805,NFLX,123.7100
147579,01,20150806,NFLX,126.4500
147579,01,20150807,NFLX,123.5200
147579,01,20150810,NFLX,123.0300
147579,01,20150811,NFLX,122.7400
147579,01,20150812,NFLX,120.5100
147579,01,20150813,NFLX,123.7300
147579,01,20150814,NFLX,123.3900
147579,01,20150817,NFLX,125.3600
147579,01,20150818,NFLX,124.0500
147579,01,20150819,NFLX,122.0600
147579,01,20150820,NFLX,112.4900
147579,01,20150821,NFLX,103.9600
147579,01,20150824,NFLX,96.8800
147579,01,20150825,NFLX,101.5200
147579,01,20150826,NFLX,110.1300
147579,01,20150827,NFLX,117.6600
147579,01,20150828,NFLX,117.6300
147579,01,20150831,NFLX,115.0300
147579,01,20150901,NFLX,105.7900
147579,01,20150902,NFLX,105.4400
147579,01,20150903,NFLX,101.0600
147579,01,20150904,NFLX,98.7900
147579,01,20150908,NFLX,94.9500
147579,01,20150909,NFLX,99.1800
147579,01,20150910,NFLX,99.4800
147579,01,20150911,NFLX,97.5100
147579,01,20150914,NFLX,95.6900
147579,01,20150915,NFLX,99.1600
147579,01,20150916,NFLX,104.0800
147579,01,20150917,NFLX,104.2100
147579,01,20150918,NFLX,102.6200
147579,01,20150921,NFLX,100.3000
147579,01,20150922,NFLX,98.4700
147579,01,20150923,NFLX,98.0700
147579,01,20150924,NFLX,103.7600
147579,01,20150925,NFLX,102.2400
147579,01,20150928,NFLX,99.4700
147579,01,20150929,NFLX,98.3500
147579,01,20150930,NFLX,103.2600
147579,01,20151001,NFLX,105.9800
147579,01,20151002,NFLX,106.1100
147579,01,20151005,NFLX,111.2500
147579,01,20151006,NFLX,108.3300
147579,01,20151007,NFLX,108.1000
147579,01,20151008,NFLX,114.9300
147579,01,20151009,NFLX,113.3300
147579,01,20151012,NFLX,113.4500
147579,01,20151013,NFLX,109.7300
147579,01,20151014,NFLX,110.2300
147579,01,20151015,NFLX,101.0900
147579,01,20151016,NFLX,98.9900
147579,01,20151019,NFLX,101.6900
147579,01,20151020,NFLX,98.9900
147579,01,20151021,NFLX,97.9600
147579,01,20151022,NFLX,97.3200
147579,01,20151023,NFLX,100.0400
147579,01,20151026,NFLX,103.0400
147579,01,20151027,NFLX,103.0700
147579,01,20151028,NFLX,105.8000
147579,01,20151029,NFLX,105.1200
147579,01,20151030,NFLX,108.3800
147579,01,20151102,NFLX,107.6400
147579,01,20151103,NFLX,109.7400
147579,01,20151104,NFLX,114.0500
147579,01,20151105,NFLX,113.5000
147579,01,20151106,NFLX,114.0600
147579,01,20151109,NFLX,109.8600
147579,01,20151110,NFLX,112.7000
147579,01,20151111,NFLX,112.8600
147579,01,20151112,NFLX,108.9200
147579,01,20151113,NFLX,103.6500
147579,01,20151116,NFLX,111.3500
147579,01,20151117,NFLX,117.1000
147579,01,20151118,NFLX,120.6300
147579,01,20151119,NFLX,120.2200
147579,01,20151120,NFLX,123.8400
147579,01,20151123,NFLX,125.0300
147579,01,20151124,NFLX,123.3100
147579,01,20151125,NFLX,124.1600
147579,01,20151127,NFLX,125.4400
147579,01,20151130,NFLX,123.3300
147579,01,20151201,NFLX,125.3700
147579,01,20151202,NFLX,128.9300
147579,01,20151203,NFLX,126.8100
147579,01,20151204,NFLX,130.9300
147579,01,20151207,NFLX,125.3600
147579,01,20151208,NFLX,126.9800
147579,01,20151209,NFLX,124.2000
147579,01,20151210,NFLX,122.9100
147579,01,20151211,NFLX,118.9100
147579,01,20151214,NFLX,120.6700
147579,01,20151215,NFLX,118.6000
147579,01,20151216,NFLX,122.6400
147579,01,20151217,NFLX,122.5100
147579,01,20151218,NFLX,118.0200
147579,01,20151221,NFLX,116.6300
147579,01,20151222,NFLX,116.2400
147579,01,20151223,NFLX,118.1600
147579,01,20151224,NFLX,117.3300
147579,01,20151228,NFLX,117.1100
147579,01,20151229,NFLX,119.1200
147579,01,20151230,NFLX,116.7100
147579,01,20151231,NFLX,114.3800
147579,01,20160104,NFLX,109.9600
147579,01,20160105,NFLX,107.6600
147579,01,20160106,NFLX,117.6800
147579,01,20160107,NFLX,114.5600
147579,01,20160108,NFLX,111.3900
147579,01,20160111,NFLX,114.9700
147579,01,20160112,NFLX,116.5800
147579,01,20160113,NFLX,106.5600
147579,01,20160114,NFLX,107.0600
147579,01,20160115,NFLX,104.0400
147579,01,20160119,NFLX,107.8900
147579,01,20160120,NFLX,107.7400
147579,01,20160121,NFLX,102.3500
147579,01,20160122,NFLX,100.7200
147579,01,20160125,NFLX,99.1200
147579,01,20160126,NFLX,97.8300
147579,01,20160127,NFLX,91.1500
147579,01,20160128,NFLX,94.4100
147579,01,20160129,NFLX,91.8400
147579,01,20160201,NFLX,94.0900
147579,01,20160202,NFLX,91.4900
147579,01,20160203,NFLX,90.7400
147579,01,20160204,NFLX,89.7100
147579,01,20160205,NFLX,82.7900
147579,01,20160208,NFLX,83.3200
147579,01,20160209,NFLX,86.1300
147579,01,20160210,NFLX,88.4500
147579,01,20160211,NFLX,86.3500
147579,01,20160212,NFLX,87.4000
147579,01,20160216,NFLX,89.0500
147579,01,20160217,NFLX,94.7600
147579,01,20160218,NFLX,90.4900
147579,01,20160219,NFLX,89.2300
147579,01,20160222,NFLX,91.9300
147579,01,20160223,NFLX,89.1200
147579,01,20160224,NFLX,91.6100
147579,01,20160225,NFLX,94.5300
147579,01,20160226,NFLX,94.7900
147579,01,20160229,NFLX,93.4100
147579,01,20160301,NFLX,98.3000
147579,01,20160302,NFLX,97.6100
147579,01,20160303,NFLX,97.9300
147579,01,20160304,NFLX,101.5800
147579,01,20160307,NFLX,95.4900
147579,01,20160308,NFLX,96.2300
147579,01,20160309,NFLX,98.0000
147579,01,20160310,NFLX,97.3600
147579,01,20160311,NFLX,97.6600
147579,01,20160314,NFLX,98.1300
147579,01,20160315,NFLX,97.8600
147579,01,20160316,NFLX,99.3500
147579,01,20160317,NFLX,99.7200
147579,01,20160318,NFLX,101.1200
147579,01,20160321,NFLX,101.0600
147579,01,20160322,NFLX,99.8400
147579,01,20160323,NFLX,99.5900
147579,01,20160324,NFLX,98.3600
147579,01,20160328,NFLX,101.2100
147579,01,20160329,NFLX,104.1300
147579,01,20160330,NFLX,102.1900
147579,01,20160331,NFLX,102.2300
147579,01,20160401,NFLX,105.7000
147579,01,20160404,NFLX,104.3500
147579,01,20160405,NFLX,104.9400
147579,01,20160406,NFLX,104.8300
147579,01,20160407,NFLX,104.4500
147579,01,20160408,NFLX,103.8100
147579,01,20160411,NFLX,102.6800
147579,01,20160412,NFLX,106.9800
147579,01,20160413,NFLX,109.6500
147579,01,20160414,NFLX,110.4200
147579,01,20160415,NFLX,111.5100
147579,01,20160418,NFLX,108.4000
147579,01,20160419,NFLX,94.3400
147579,01,20160420,NFLX,96.7700
147579,01,20160421,NFLX,94.9800
147579,01,20160422,NFLX,95.9000
147579,01,20160425,NFLX,93.5600
147579,01,20160426,NFLX,92.4300
147579,01,20160427,NFLX,91.0400
147579,01,20160428,NFLX,90.2800
147579,01,20160429,NFLX,90.0300
147579,01,20160502,NFLX,93.1100
147579,01,20160503,NFLX,91.5400
147579,01,20160504,NFLX,90.7900
147579,01,20160505,NFLX,89.3700
147579,01,20160506,NFLX,90.8400
147579,01,20160509,NFLX,90.5400
147579,01,20160510,NFLX,92.8900
147579,01,20160511,NFLX,90.0200
147579,01,20160512,NFLX,87.7400
147579,01,20160513,NFLX,87.8800
147579,01,20160516,NFLX,89.1200
147579,01,20160517,NFLX,88.6300
147579,01,20160518,NFLX,90.5000
147579,01,20160519,NFLX,89.5500
147579,01,20160520,NFLX,92.4900
147579,01,20160523,NFLX,94.8900
147579,01,20160524,NFLX,97.8900
147579,01,20160525,NFLX,100.2000
147579,01,20160526,NFLX,102.8100
147579,01,20160527,NFLX,103.3000
147579,01,20160531,NFLX,102.5700
147579,01,20160601,NFLX,101.5100
147579,01,20160602,NFLX,101.2500
147579,01,20160603,NFLX,99.5900
147579,01,20160606,NFLX,100.7400
147579,01,20160607,NFLX,99.8900
147579,01,20160608,NFLX,97.8600
147579,01,20160609,NFLX,97.0900
147579,01,20160610,NFLX,93.7500
147579,01,20160613,NFLX,93.8500
147579,01,20160614,NFLX,94.1200
147579,01,20160615,NFLX,94.2900
147579,01,20160616,NFLX,95.4400
147579,01,20160617,NFLX,94.4500
147579,01,20160620,NFLX,93.8000
147579,01,20160621,NFLX,90.9900
