Date,China,Germany,Japan,United Kingdom,United States,World
2020-02-27,29.00,,1.00,,,43.00
2020-02-28,44.00,,1.00,,,59.00
2020-02-29,47.00,,1.00,,1.00,69.00
2020-03-01,35.00,,0.00,,0.00,54.00
2020-03-02,42.00,,0.00,,5.00,89.00
2020-03-03,33.00,,0.00,,1.00,75.00
2020-03-04,36.00,,1.00,,4.00,95.00
2020-03-05,32.00,,0.00,,1.00,94.00
2020-03-06,29.00,,0.00,1.00,2.00,111.00
2020-03-07,28.00,,0.00,1.00,3.00,104.00
2020-03-08,27.00,,1.00,0.00,4.00,239.00
2020-03-09,23.00,2.00,2.00,1.00,1.00,190.00
2020-03-10,16.00,0.00,3.00,4.00,6.00,274.00
2020-03-11,22.00,1.00,2.00,0.00,5.00,344.00
2020-03-12,11.00,0.00,4.00,2.00,10.00,306.00
2020-03-13,7.00,4.00,2.00,1.00,8.00,497.00
2020-03-14,13.00,2.00,1.00,19.00,7.00,420.00
2020-03-15,10.00,2.00,2.00,14.00,12.00,636.00
2020-03-16,14.00,6.00,6.00,23.00,27.00,683.00
2020-03-17,13.00,7.00,0.00,17.00,37.00,813.00
2020-03-18,11.00,4.00,2.00,35.00,60.00,906.00
2020-03-19,8.00,16.00,1.00,46.00,72.00,1111.00
2020-03-20,4.00,23.00,1.00,32.00,106.00,1486.00
2020-03-21,6.00,17.00,2.00,58.00,103.00,1722.00
2020-03-22,15.00,10.00,4.00,35.00,122.00,1687.00
2020-03-23,0.00,29.00,1.00,76.00,192.00,1949.00
2020-03-24,7.00,34.00,1.00,148.00,243.00,2290.00
2020-03-25,4.00,49.00,3.00,191.00,333.00,2810.00
2020-03-26,6.00,61.00,2.00,182.00,419.00,3035.00
2020-03-27,5.00,75.00,6.00,288.00,522.00,3488.00
2020-03-28,3.00,91.00,3.00,292.00,642.00,3730.00
2020-03-29,5.00,100.00,7.00,213.00,624.00,3519.00
2020-03-30,4.00,112.00,2.00,374.00,713.00,4081.00
2020-03-31,1.00,130.00,2.00,404.00,1085.00,4748.00
2020-04-01,7.00,145.00,5.00,673.00,1283.00,5998.00
2020-04-02,6.00,187.00,3.00,657.00,1512.00,5887.00
2020-04-03,4.00,168.00,6.00,737.00,1431.00,6161.00
2020-04-04,4.00,169.00,6.00,757.00,1563.00,5914.00
2020-04-05,3.00,140.00,6.00,601.00,1615.00,5188.00
2020-04-06,2.00,226.00,3.00,570.00,1771.00,5938.00
2020-04-07,0.00,206.00,2.00,1105.00,2575.00,8258.00
2020-04-08,2.00,333.00,7.00,1032.00,2160.00,6811.00
2020-04-09,2.00,258.00,8.00,1117.00,2203.00,7784.00
2020-04-10,1.00,160.00,12.00,1123.00,2194.00,7378.00
2020-04-11,3.00,-31.00,13.00,844.00,2127.00,6172.00
2020-04-12,0.00,286.00,9.00,657.00,1874.00,5859.00
2020-04-13,2.00,172.00,9.00,725.00,2009.00,5966.00
2020-04-14,0.00,100.00,14.00,1080.00,2435.00,6970.00
2020-04-15,1.00,510.00,16.00,884.00,2612.00,8473.00
2020-04-16,0.00,248.00,18.00,1040.00,2143.00,7259.00
2020-04-17,1290.00,300.00,13.00,914.00,2110.00,8394.00
2020-04-18,0.00,107.00,19.00,1108.00,1973.00,6145.00
2020-04-19,0.00,127.00,19.00,433.00,1971.00,5233.00
