Date,China,Germany,Japan,United Kingdom,United States,World
2020-02-28,326.00,2.00,18.00,12.00,0.00,1386.00
2020-02-29,427.00,31.00,9.00,5.00,8.00,1891.00
2020-03-01,575.00,51.00,14.00,33.00,7.00,2381.00
2020-03-02,200.00,29.00,19.00,40.00,23.00,1983.00
2020-03-03,125.00,37.00,20.00,55.00,19.00,2594.00
2020-03-04,120.00,66.00,35.00,57.00,33.00,2308.00
2020-03-05,151.00,220.00,32.00,49.00,77.00,2811.00
2020-03-06,151.00,188.00,55.00,79.00,53.00,3913.00
2020-03-07,79.00,129.00,46.00,55.00,166.00,4095.00
2020-03-08,47.00,241.00,33.00,54.00,116.00,3949.00
2020-03-09,36.00,136.00,28.00,147.00,75.00,4172.00
2020-03-10,22.00,281.00,58.00,259.00,188.00,4822.00
2020-03-11,28.00,451.00,55.00,412.00,365.00,7661.00
2020-03-12,8.00,170.00,56.00,489.00,439.00,5790.00
2020-03-13,8.00,1597.00,37.00,480.00,633.00,14384.00
2020-03-14,26.00,910.00,62.00,364.00,759.00,11074.00
2020-03-15,21.00,1210.00,31.00,443.00,234.00,11269.00
2020-03-16,20.00,1477.00,17.00,615.00,1467.00,14808.00
2020-03-17,18.00,1985.00,50.00,770.00,1833.00,15943.00
2020-03-18,25.00,3070.00,35.00,1006.00,2657.00,19565.00
2020-03-19,27.00,2993.00,40.00,1066.00,4494.00,27049.00
2020-03-20,46.00,4528.00,54.00,1258.00,6367.00,30775.00
2020-03-21,38.00,2365.00,37.00,1215.00,5995.00,31991.00
2020-03-22,86.00,2660.00,45.00,1388.00,8873.00,34855.00
2020-03-23,24.00,4183.00,40.00,2349.00,11238.00,42835.00
2020-03-24,63.00,3930.00,73.00,2382.00,10619.00,41179.00
2020-03-25,46.00,4337.00,97.00,2717.00,12082.00,51001.00
2020-03-26,78.00,6615.00,102.00,3127.00,17856.00,62877.00
2020-03-27,49.00,6933.00,114.00,3249.00,18690.00,65041.00
2020-03-28,60.00,6824.00,198.00,2843.00,19630.00,67280.00
2020-03-29,43.00,4400.00,179.00,2892.00,18899.00,59237.00
2020-03-30,35.00,4790.00,94.00,4327.00,22075.00,65294.00
2020-03-31,49.00,4923.00,254.00,4534.00,26314.00,76845.00
2020-04-01,31.00,6064.00,280.00,4974.00,32259.00,82808.00
2020-04-02,34.00,6922.00,283.00,4929.00,32232.00,83060.00
2020-04-03,36.00,6365.00,336.00,4981.00,32295.00,83559.00
2020-04-04,15.00,4933.00,371.00,4073.00,32390.00,58363.00
2020-04-05,31.00,4031.00,351.00,3650.00,29877.00,72592.00
2020-04-06,39.00,3251.00,234.00,5316.00,31393.00,73155.00
2020-04-07,32.00,4289.00,375.00,5486.00,30769.00,69831.00
2020-04-08,66.00,5633.00,535.00,5163.00,31215.00,83378.00
2020-04-09,61.00,4885.00,594.00,4906.00,35936.00,87014.00
2020-04-10,42.00,3990.00,636.00,4367.00,34414.00,85534.00
2020-04-11,62.00,2737.00,701.00,3613.00,29102.00,74283.00
2020-04-12,116.00,2946.00,522.00,3539.00,27257.00,119696.00
2020-04-13,74.00,2218.00,300.00,4205.00,26940.00,70742.00
2020-04-14,90.00,1287.00,504.00,4348.00,28825.00,84011.00
2020-04-15,45.00,3394.00,558.00,5100.00,25406.00,77114.00
2020-04-16,47.00,2945.00,563.00,5343.00,30015.00,95531.00
2020-04-17,353.00,3699.00,560.00,4990.00,33030.00,87997.00
2020-04-18,24.00,1945.00,590.00,4736.00,27932.00,77240.00
2020-04-19,17.00,1842.00,366.00,3860.00,26096.00,76605.00
2020-04-20,12.00,1881.00,344.00,4866.00,29828.00,76018.00
2020-04-21,32.00,1226.00,383.00,4775.00,25917.00,75749.00
2020-04-22,11.00,2357.00,396.00,5505.00,28859.00,81247.00
2020-04-23,14.00,2481.00,432.00,5168.00,33570.00,84249.00
2020-04-24,15.00,1870.00,385.00,4981.00,32327.00,84096.00
2020-04-25,8.00,1514.00,332.00,3764.00,30396.00,82259.00
2020-04-26,3.00,1257.00,219.00,3473.00,26501.00,71588.00
2020-04-27,6.00,988.00,171.00,4704.00,23703.00,70192.00
2020-04-28,22.00,1154.00,284.00,4727.00,24577.00,75540.00
2020-04-29,4.00,1627.00,216.00,5450.00,26438.00,77110.00
2020-04-30,12.00,1470.00,208.00,4964.00,29220.00,83495.00
2020-05-01,1.00,1068.00,274.00,4730.00,34926.00,88376.00
2020-05-02,0.00,890.00,303.00,3230.00,27350.00,79200.00
2020-05-03,5.00,697.00,200.00,2977.00,24297.00,76373.00
2020-05-04,1.00,488.00,168.00,3383.00,24085.00,77689.00
2020-05-05,2.00,855.00,125.00,3689.00,24531.00,80502.00
2020-05-06,2.00,1155.00,101.00,3836.00,24560.00,90028.00
2020-05-07,1.00,1268.00,98.00,3771.00,27411.00,88706.00
2020-05-08,1.00,1158.00,87.00,3052.00,26839.00,90279.00
2020-05-09,14.00,736.00,115.00,2150.00,25136.00,85223.00
2020-05-10,17.00,555.00,69.00,2322.00,18867.00,74976.00
2020-05-11,1.00,697.00,37.00,3589.00,19271.00,76631.00
2020-05-12,7.00,595.00,87.00,3395.00,22948.00,84491.00
2020-05-13,3.00,927.00,50.00,3300.00,20408.00,84980.00
2020-05-14,4.00,380.00,98.00,2618.00,26818.00,96231.00
2020-05-15,8.00,755.00,52.00,2521.00,24747.00,95732.00
2020-05-16,6.00,519.00,54.00,2072.00,24159.00,94439.00
2020-05-17,7.00,617.00,24.00,1826.00,18363.00,78022.00
2020-05-18,9.00,182.00,33.00,2577.00,22390.00,89167.00
2020-05-19,0.00,1227.00,28.00,3058.00,21007.00,96775.00
2020-05-20,0.00,695.00,34.00,2712.00,22697.00,101878.00
2020-05-21,0.00,548.00,41.00,2554.00,25766.00,106644.00
2020-05-22,8.00,689.00,23.00,2041.00,23657.00,106422.00
2020-05-23,3.00,276.00,25.00,1508.00,21111.00,104804.00
2020-05-24,11.00,342.00,41.00,1355.00,20067.00,94211.00
2020-05-25,7.00,272.00,21.00,1613.00,18673.00,86717.00
2020-05-26,1.00,600.00,30.00,1659.00,19650.00,93967.00
2020-05-27,2.00,324.00,26.00,1809.00,18549.00,102762.00
2020-05-28,0.00,672.00,70.00,1736.00,22322.00,119283.00
2020-05-29,4.00,726.00,75.00,1508.00,24473.00,120903.00
2020-05-30,2.00,267.00,43.00,1107.00,23633.00,136515.00
2020-05-31,16.00,221.00,35.00,1070.00,18987.00,106408.00
