SYMBOL,DATE,TIME,PRICE,SIZE,COND,EX
AAPL,20130201,9:30:00,459.41,100,@F,Q
AAPL,20130201,9:30:00,459.48,136,@F,Q
AAPL,20130201,9:30:00,459.44,100,@F,P
AAPL,20130201,9:30:00,459.45,200,@F,P
AAPL,20130201,9:30:00,459.25,100,@F,P
AAPL,20130201,9:30:00,459.11,500,,D
AAPL,20130201,9:30:00,459.15,100,,Z
AAPL,20130201,9:30:00,459.14,100,,Z
AAPL,20130201,9:30:00,459.12,100,,Z
AAPL,20130201,9:30:00,459.12,200,@F,Z
AAPL,20130201,9:30:00,459.12,100,,Z
AAPL,20130201,9:30:00,459.12,374,,Z
AAPL,20130201,9:30:00,459.12,100,,D
AAPL,20130201,9:30:00,459.33,113008,@O,Q
AAPL,20130201,9:30:00,459.33,113008,Q,Q
AAPL,20130201,9:30:00,459.32,100,@F,Q
AAPL,20130201,9:30:00,459.32,100,@F,Q
AAPL,20130201,9:30:00,459.33,100,,Q
AAPL,20130201,9:30:00,459.34,100,,Q
AAPL,20130201,9:30:00,459.3,100,@F,Q
AAPL,20130201,9:30:00,459.3,350,@F,Q
AAPL,20130201,9:30:00,459.3,500,@F,Q
AAPL,20130201,9:30:00,459.26,100,@F,Q
AAPL,20130201,9:30:00,459.25,364,@F,Q
AAPL,20130201,9:30:00,459.18,100,@F,B
AAPL,20130201,9:30:00,459.12,100,@F,B
AAPL,20130201,9:30:00,459.4,100,Q,P
AAPL,20130201,9:30:00,459.4,100,@F,P
AAPL,20130201,9:30:00,459.22,100,@F,P
AAPL,20130201,9:30:00,459.26,100,@F,Q
AAPL,20130201,9:30:00,459.27,100,@F,Q
AAPL,20130201,9:30:00,459.41,100,@F,Q
AAPL,20130201,9:30:00,459.18,100,@F,Q
AAPL,20130201,9:30:00,459.15,230,@F,Q
AAPL,20130201,9:30:00,459.15,100,@F,Q
AAPL,20130201,9:30:00,459.15,100,@F,B
AAPL,20130201,9:30:00,459.16,100,@F,B
AAPL,20130201,9:30:00,459.14,100,@F,B
AAPL,20130201,9:30:00,459.12,100,@F,B
AAPL,20130201,9:30:00,459.15,100,@F,P
AAPL,20130201,9:30:00,459.12,100,@F,P
AAPL,20130201,9:30:00,459.12,100,@F,P
AAPL,20130201,9:30:00,459.12,100,@F,P
AAPL,20130201,9:30:00,459.11,100,@F,P
AAPL,20130201,9:30:00,459.11,200,@F,Q
AAPL,20130201,9:30:00,459.1,100,@F,Q
AAPL,20130201,9:30:00,459.1,100,@F,P
AAPL,20130201,9:30:00,459.1,100,@F,P
AAPL,20130201,9:30:00,459.1,100,@F,P
AAPL,20130201,9:30:00,459.4499,100,,D
AAPL,20130201,9:30:00,459.07,100,@F,Q
AAPL,20130201,9:30:00,459.06,100,@F,P
AAPL,20130201,9:30:00,459.01,200,@F,Q
AAPL,20130201,9:30:00,459.1,100,@F,K
AAPL,20130201,9:30:00,459.1,100,@F,K
AAPL,20130201,9:30:00,459,100,,K
AAPL,20130201,9:30:00,459,170,@F,K
AAPL,20130201,9:30:00,459.34,100,@F,B
AAPL,20130201,9:30:00,459.35,100,@F,K
AAPL,20130201,9:30:00,459.36,150,@F,Q
AAPL,20130201,9:30:00,459.36,300,@F,Q
AAPL,20130201,9:30:00,459.38,100,@F,Q
AAPL,20130201,9:30:00,459.38,200,@F,Q
AAPL,20130201,9:30:00,459.35,100,,D
AAPL,20130201,9:30:00,459.36,300,@F,K
AAPL,20130201,9:30:00,459.37,100,@F,K
AAPL,20130201,9:30:00,459.23,100,@F,Q
AAPL,20130201,9:30:00,459.32,100,@F,Q
AAPL,20130201,9:30:00,459.16,100,@F,Q
AAPL,20130201,9:30:00,459.42,100,@F,Q
AAPL,20130201,9:30:00,459.305,100,,D
AAPL,20130201,9:30:00,459.47,300,@F,Q
AAPL,20130201,9:30:00,459.48,181,@F,Q
AAPL,20130201,9:30:00,459.45,100,@F,K
AAPL,20130201,9:30:00,459.2,100,,Q
AAPL,20130201,9:30:00,459.45,100,,Q
AAPL,20130201,9:30:00,459.44,100,@F,Y
AAPL,20130201,9:30:00,459.44,100,,Z
AAPL,20130201,9:30:00,459.45,100,@F,Y
AAPL,20130201,9:30:00,459.18,100,@F,K
AAPL,20130201,9:30:00,459.13,100,,D
AAPL,20130201,9:30:00,459.44,100,,B
AAPL,20130201,9:30:00,459.45,100,,B
AAPL,20130201,9:30:00,459.47,100,@F,Z
AAPL,20130201,9:30:00,459.48,100,@F,W
AAPL,20130201,9:30:00,459.33,100,@F,Z
AAPL,20130201,9:30:00,459.12,100,@F,Z
AAPL,20130201,9:30:00,459.12,100,@F,Z
AAPL,20130201,9:30:01,459.25,100,,D
AAPL,20130201,9:30:01,459.3,100,,D
AAPL,20130201,9:30:01,459.12,100,@F,Q
AAPL,20130201,9:30:01,459.48,100,,D
AAPL,20130201,9:30:01,459.29,100,,Q
AAPL,20130201,9:30:01,459.22,300,@F,Q
AAPL,20130201,9:30:01,459.22,300,@F,Q
AAPL,20130201,9:30:01,459.21,100,@F,Q
AAPL,20130201,9:30:01,459.21,100,,Y
AAPL,20130201,9:30:01,459.12,100,@F,Z
AAPL,20130201,9:30:01,459.11,100,@F,Z
AAPL,20130201,9:30:01,459.38,100,@F,Q
AAPL,20130201,9:30:01,459.1,100,,Z
AAPL,20130201,9:30:01,459.13,100,,Z
AAPL,20130201,9:30:01,459.07,100,@F,Q
AAPL,20130201,9:30:01,459.07,100,@F,Y
AAPL,20130201,9:30:01,458.99,100,@F,Y
AAPL,20130201,9:30:01,459.1,100,,D
AAPL,20130201,9:30:01,458.95,100,@F,W
AAPL,20130201,9:30:02,458.95,200,,Q
AAPL,20130201,9:30:02,458.93,100,,P
AAPL,20130201,9:30:02,459.478,100,,D
AAPL,20130201,9:30:02,459.325,100,,D
AAPL,20130201,9:30:02,459.325,100,,D
AAPL,20130201,9:30:02,459.325,100,,D
AAPL,20130201,9:30:02,459.325,100,,D
AAPL,20130201,9:30:02,459.105,100,,D
AAPL,20130201,9:30:02,459.105,100,,D
AAPL,20130201,9:30:02,459.28,100,,D
AAPL,20130201,9:30:02,459.225,100,,D
AAPL,20130201,9:30:02,459.477,100,,D
AAPL,20130201,9:30:02,458.81,100,@F,P
AAPL,20130201,9:30:02,458.82,100,@F,P
AAPL,20130201,9:30:02,458.77,100,,Q
AAPL,20130201,9:30:02,458.77,100,,B
AAPL,20130201,9:30:02,458.75,100,,P
AAPL,20130201,9:30:02,458.75,100,,P
AAPL,20130201,9:30:02,459.33,474,@4,D
AAPL,20130201,9:30:02,458.75,100,@F,P
AAPL,20130201,9:30:02,458.77,195,,P
AAPL,20130201,9:30:02,458.75,100,,Q
AAPL,20130201,9:30:02,458.7,100,,P
AAPL,20130201,9:30:02,458.7,140,,P
AAPL,20130201,9:30:02,458.71,100,,P
AAPL,20130201,9:30:02,458.73,340,,P
AAPL,20130201,9:30:02,458.73,100,,P
AAPL,20130201,9:30:02,458.75,100,,P
AAPL,20130201,9:30:02,458.76,435,,P
AAPL,20130201,9:30:02,458.76,260,,P
AAPL,20130201,9:30:02,459.33,100,@4,D
AAPL,20130201,9:30:03,459.33,300,@4,D
AAPL,20130201,9:30:03,459.33,100,@4,D
AAPL,20130201,9:30:03,458.92,100,@F,K
AAPL,20130201,9:30:03,459,600,@F,K
AAPL,20130201,9:30:03,459.05,100,,K
AAPL,20130201,9:30:03,458.815,150,@F,K
AAPL,20130201,9:30:03,458.75,100,@F,K
AAPL,20130201,9:30:03,459.33,100,@4,D
AAPL,20130201,9:30:03,458.73,100,@F,Q
AAPL,20130201,9:30:03,459.17,100,,D
AAPL,20130201,9:30:03,459.12,100,,D
AAPL,20130201,9:30:03,459.48,100,,D
AAPL,20130201,9:30:04,458.76,100,,D
AAPL,20130201,9:30:04,459.48,100,,D
AAPL,20130201,9:30:04,458.73,123,,Q
AAPL,20130201,9:30:05,458.6001,100,,D
AAPL,20130201,9:30:05,458.6001,100,,D
AAPL,20130201,9:30:05,459.23,100,,D
AAPL,20130201,9:30:05,458.62,140,,Q
AAPL,20130201,9:30:05,458.62,100,,Q
AAPL,20130201,9:30:05,458.61,100,@F,Q
AAPL,20130201,9:30:05,458.6,100,@F,Q
AAPL,20130201,9:30:05,458.665,100,,D
AAPL,20130201,9:30:05,458.61,100,@F,Z
AAPL,20130201,9:30:05,458.61,100,@F,Y
AAPL,20130201,9:30:05,458.6,100,@F,Y
AAPL,20130201,9:30:05,458.6,100,@F,Z
AAPL,20130201,9:30:05,458.6,300,@F,Z
AAPL,20130201,9:30:05,458.59,100,@F,Z
AAPL,20130201,9:30:05,458.67,100,,Z
AAPL,20130201,9:30:06,458.69,100,@F,Q
AAPL,20130201,9:30:07,459.33,150,,D
AAPL,20130201,9:30:07,458.57,100,@F,K
AAPL,20130201,9:30:07,459.48,100,,D
AAPL,20130201,9:30:07,458.5,100,@F,Q
AAPL,20130201,9:30:07,459.33,500,,D
AAPL,20130201,9:30:08,458.7599,200,,D
AAPL,20130201,9:30:08,458.49,100,@F,Q
AAPL,20130201,9:30:08,458.49,100,@F,Q
AAPL,20130201,9:30:08,458.7,100,,D
AAPL,20130201,9:30:08,458.6,100,,D
AAPL,20130201,9:30:09,458.53,100,,D
AAPL,20130201,9:30:09,458.9299,100,,D
AAPL,20130201,9:30:09,458.46,100,@F,Q
AAPL,20130201,9:30:09,458.47,175,@F,K
AAPL,20130201,9:30:09,458.48,100,@F,K
AAPL,20130201,9:30:09,458.48,100,@F,K
AAPL,20130201,9:30:10,458.4,100,,D
AAPL,20130201,9:30:10,458.44,100,@F,Q
AAPL,20130201,9:30:10,458.41,100,@F,Q
AAPL,20130201,9:30:10,458.44,100,@F,P
AAPL,20130201,9:30:10,458.41,100,@F,P
AAPL,20130201,9:30:10,458.4,102,,P
AAPL,20130201,9:30:10,458.4,100,@F,K
AAPL,20130201,9:30:10,458.4,558,,K
AAPL,20130201,9:30:10,458.4,200,,P
AAPL,20130201,9:30:10,458.4,142,,K
AAPL,20130201,9:30:10,458.4,100,,K
AAPL,20130201,9:30:10,458.35,100,,Z
AAPL,20130201,9:30:10,458.28,100,@F,Q
AAPL,20130201,9:30:10,458.28,100,@F,Q
AAPL,20130201,9:30:10,458.28,100,@F,Q
AAPL,20130201,9:30:10,458.27,100,@F,Q
AAPL,20130201,9:30:10,458.27,100,,P
AAPL,20130201,9:30:10,458.6,100,,D
AAPL,20130201,9:30:10,458.46,100,,D
AAPL,20130201,9:30:11,458.35,100,,D
AAPL,20130201,9:30:11,458.7001,2000,,D
AAPL,20130201,9:30:11,458.44,100,,D
AAPL,20130201,9:30:11,458.42,125,@F,Z
AAPL,20130201,9:30:11,458.7398,100,,D
AAPL,20130201,9:30:11,458.29,100,,P
AAPL,20130201,9:30:11,458.28,100,,P
AAPL,20130201,9:30:11,458.27,100,,P
AAPL,20130201,9:30:11,458.26,100,,P
AAPL,20130201,9:30:11,458.26,100,,P
AAPL,20130201,9:30:11,458.25,100,,P
AAPL,20130201,9:30:11,458.26,100,,P
AAPL,20130201,9:30:11,458.29,100,@F,Y
AAPL,20130201,9:30:11,458.4139,200,,D
AAPL,20130201,9:30:12,458.32,100,@F,Q
AAPL,20130201,9:30:12,458.32,100,@F,Z
AAPL,20130201,9:30:12,458.27,100,,Y
AAPL,20130201,9:30:12,458.27,100,,P
AAPL,20130201,9:30:12,458.25,100,,Z
AAPL,20130201,9:30:12,458.23,100,,Q
AAPL,20130201,9:30:12,458.14,100,,Q
AAPL,20130201,9:30:12,458.14,100,,Z
AAPL,20130201,9:30:12,458.18,100,,P
AAPL,20130201,9:30:12,458.14,100,,P
AAPL,20130201,9:30:12,458.09,100,@F,Z
AAPL,20130201,9:30:12,458.11,120,@F,P
AAPL,20130201,9:30:12,458.14,100,@F,Q
AAPL,20130201,9:30:12,458.21,100,@F,Q
AAPL,20130201,9:30:12,458.22,100,@F,Q
AAPL,20130201,9:30:12,458.23,100,@F,Q
AAPL,20130201,9:30:12,458.23,100,@F,P
AAPL,20130201,9:30:12,458.08,100,,P
AAPL,20130201,9:30:12,458.07,400,@F,P
AAPL,20130201,9:30:12,458.05,100,,K
AAPL,20130201,9:30:12,458.402,100,,D
AAPL,20130201,9:30:12,458.75,200,,D
AAPL,20130201,9:30:12,458.4,100,,D
AAPL,20130201,9:30:12,458.75,200,,D
AAPL,20130201,9:30:13,458.21,100,@F,Q
AAPL,20130201,9:30:13,458.21,100,@F,Q
AAPL,20130201,9:30:13,458.19,100,@F,Z
AAPL,20130201,9:30:13,458.19,100,,Y
AAPL,20130201,9:30:13,458.19,100,,Y
AAPL,20130201,9:30:13,458.6,100,,D
AAPL,20130201,9:30:13,458.39,100,,D
AAPL,20130201,9:30:13,458.35,200,,D
AAPL,20130201,9:30:14,458.12,371,,P
AAPL,20130201,9:30:14,458.09,100,,Z
AAPL,20130201,9:30:14,458.09,100,,Z
AAPL,20130201,9:30:14,458.08,100,,Z
AAPL,20130201,9:30:14,458.07,300,,Z
AAPL,20130201,9:30:14,458.07,100,@F,P
AAPL,20130201,9:30:14,458.15,100,,Z
AAPL,20130201,9:30:14,458.07,100,,Q
AAPL,20130201,9:30:14,458.07,100,,P
AAPL,20130201,9:30:14,458.06,100,,B
AAPL,20130201,9:30:14,458.06,100,,B
AAPL,20130201,9:30:14,458.0875,100,,D
AAPL,20130201,9:30:14,458.09,100,,D
AAPL,20130201,9:30:14,458.04,100,@F,Z
AAPL,20130201,9:30:14,458.03,100,@F,K
AAPL,20130201,9:30:14,458.03,100,@F,K
AAPL,20130201,9:30:14,458.03,100,@F,K
AAPL,20130201,9:30:14,458.03,100,@F,K
AAPL,20130201,9:30:14,458.02,200,,Y
AAPL,20130201,9:30:14,458.02,100,,K
AAPL,20130201,9:30:14,458.04,100,@F,Q
AAPL,20130201,9:30:14,458.06,110,@F,Q
AAPL,20130201,9:30:14,458.05,100,,Q
AAPL,20130201,9:30:14,458.05,100,,K
AAPL,20130201,9:30:15,458.06,190,@F,Q
AAPL,20130201,9:30:15,458.06,100,@F,Q
AAPL,20130201,9:30:15,458.08,100,@F,P
AAPL,20130201,9:30:15,458.06,100,@F,K
AAPL,20130201,9:30:15,458.07,100,@F,K
AAPL,20130201,9:30:15,458.2,100,@F,Q
AAPL,20130201,9:30:15,458.2,100,@F,Q
AAPL,20130201,9:30:15,458.21,100,@F,Q
AAPL,20130201,9:30:15,458.21,100,@F,Q
AAPL,20130201,9:30:15,458.21,100,@F,Q
AAPL,20130201,9:30:15,458.22,100,@F,Q
AAPL,20130201,9:30:15,458.1,100,@F,Q
AAPL,20130201,9:30:15,458.08,100,@F,Q
AAPL,20130201,9:30:15,458.05,100,@F,Q
AAPL,20130201,9:30:15,458.03,100,@F,Q
AAPL,20130201,9:30:15,458.02,100,@F,Q
AAPL,20130201,9:30:15,458.09,100,@F,Y
AAPL,20130201,9:30:15,458.08,100,@F,B
AAPL,20130201,9:30:15,458.08,100,@F,B
AAPL,20130201,9:30:15,458.09,161,@F,B
AAPL,20130201,9:30:15,458.02,100,@F,K
AAPL,20130201,9:30:15,458.01,900,@F,K
AAPL,20130201,9:30:15,458.05,100,@F,K
AAPL,20130201,9:30:15,458.25,100,,D
AAPL,20130201,9:30:15,458.436,100,,D
AAPL,20130201,9:30:15,458.41,100,,D
AAPL,20130201,9:30:15,458.08,100,,J
AAPL,20130201,9:30:15,458.09,190,,J
AAPL,20130201,9:30:15,458.08,100,,Q
AAPL,20130201,9:30:15,458.08,100,,B
AAPL,20130201,9:30:15,458.09,100,,B
AAPL,20130201,9:30:15,458.09,100,,B
AAPL,20130201,9:30:15,458.08,100,,Y
AAPL,20130201,9:30:15,458.08,100,,Z
AAPL,20130201,9:30:15,458.09,100,,Z
AAPL,20130201,9:30:15,458.09,100,,Y
AAPL,20130201,9:30:15,458.09,100,,Y
AAPL,20130201,9:30:15,458.09,100,,Y
AAPL,20130201,9:30:15,458.08,100,,P
AAPL,20130201,9:30:15,458.09,100,@F,K
AAPL,20130201,9:30:15,458.08,100,,J
AAPL,20130201,9:30:15,458.09,276,@F,W
AAPL,20130201,9:30:15,458.09,100,,J
AAPL,20130201,9:30:16,458.07,100,,P
AAPL,20130201,9:30:16,458.07,100,,P
AAPL,20130201,9:30:16,458.07,100,,P
AAPL,20130201,9:30:16,458.07,100,,P
AAPL,20130201,9:30:16,458.01,400,,D
AAPL,20130201,9:30:16,458.0101,100,,D
AAPL,20130201,9:30:16,458.088,100,,D
AAPL,20130201,9:30:16,458.1524,200,,D
AAPL,20130201,9:30:16,458.01,100,,D
AAPL,20130201,9:30:16,458.09,300,@F,Y
AAPL,20130201,9:30:16,458.09,300,@F,B
AAPL,20130201,9:30:16,458.09,160,@F,J
AAPL,20130201,9:30:16,458.09,200,@F,W
AAPL,20130201,9:30:16,458.06,200,,D
AAPL,20130201,9:30:17,458.06,100,,Z
AAPL,20130201,9:30:17,458.06,100,@F,P
AAPL,20130201,9:30:17,458.06,100,,Z
AAPL,20130201,9:30:17,458.02,100,,P
AAPL,20130201,9:30:17,458.1,126,@F,Z
AAPL,20130201,9:30:17,458.12,200,@F,Y
AAPL,20130201,9:30:17,458.14,100,@F,Q
AAPL,20130201,9:30:17,458.16,100,@F,Q
AAPL,20130201,9:30:17,458.17,100,@F,Q
AAPL,20130201,9:30:17,458.19,100,@F,Q
AAPL,20130201,9:30:17,458.15,100,@F,Z
AAPL,20130201,9:30:17,458.13,100,@F,K
AAPL,20130201,9:30:17,458.19,100,@F,K
AAPL,20130201,9:30:17,458.1,100,@F,Q
AAPL,20130201,9:30:17,458.07,100,@F,Q
AAPL,20130201,9:30:17,458.07,100,@F,Y
AAPL,20130201,9:30:17,458.07,100,@F,Y
AAPL,20130201,9:30:17,458.03,100,@F,Q
AAPL,20130201,9:30:17,458.09,100,@F,Z
AAPL,20130201,9:30:18,458.09,100,,D
AAPL,20130201,9:30:18,458.1899,200,,D
AAPL,20130201,9:30:18,458.11,100,,Q
AAPL,20130201,9:30:18,458.11,400,,Q
AAPL,20130201,9:30:18,458.14,100,,D
AAPL,20130201,9:30:19,458.19,100,,D
AAPL,20130201,9:30:19,458.18,100,,Q
AAPL,20130201,9:30:19,458.19,100,,Q
AAPL,20130201,9:30:19,458.15,100,,Z
AAPL,20130201,9:30:19,458.19,100,,D
AAPL,20130201,9:30:19,458.15,100,,K
AAPL,20130201,9:30:19,458.19,174,,Q
AAPL,20130201,9:30:19,458.15,100,,Z
AAPL,20130201,9:30:19,458.15,100,,D
AAPL,20130201,9:30:19,458.19,100,,Q
AAPL,20130201,9:30:19,458.19,100,,Q
AAPL,20130201,9:30:19,458.19,100,@F,Y
AAPL,20130201,9:30:19,458.19,100,@F,Y
AAPL,20130201,9:30:19,458.19,100,@F,Y
AAPL,20130201,9:30:19,458.165,100,,D
AAPL,20130201,9:30:19,458.19,100,@F,Q
AAPL,20130201,9:30:19,458.165,100,,Z
AAPL,20130201,9:30:19,458.19,100,,K
AAPL,20130201,9:30:19,458.165,100,,Z
AAPL,20130201,9:30:19,458.19,100,,Q
AAPL,20130201,9:30:19,458.19,200,@F,Q
AAPL,20130201,9:30:19,458.19,100,,K
AAPL,20130201,9:30:19,458.19,104,@F,Q
AAPL,20130201,9:30:19,458.17,100,,P
AAPL,20130201,9:30:19,458.19,100,,Q
AAPL,20130201,9:30:19,458.19,100,,K
AAPL,20130201,9:30:19,458.19,250,,Q
AAPL,20130201,9:30:19,458.18,100,@F,Y
AAPL,20130201,9:30:19,458.18,100,@F,K
AAPL,20130201,9:30:19,458.18,100,@F,K
AAPL,20130201,9:30:19,458.185,100,,P
AAPL,20130201,9:30:19,458.126,100,,D
AAPL,20130201,9:30:20,458.19,400,@F,Q
AAPL,20130201,9:30:20,458.19,100,,Q
AAPL,20130201,9:30:20,458.19,350,,Q
AAPL,20130201,9:30:20,458.75,125,,D
AAPL,20130201,9:30:20,458.19,100,,D
AAPL,20130201,9:30:20,458.1402,610,,D
AAPL,20130201,9:30:21,458.19,100,@F,Q
AAPL,20130201,9:30:21,458.19,400,@F,Q
AAPL,20130201,9:30:21,458.19,200,@F,K
AAPL,20130201,9:30:21,458.19,100,@F,K
AAPL,20130201,9:30:21,458.19,127,@F,K
AAPL,20130201,9:30:21,458.19,100,,Z
AAPL,20130201,9:30:21,458.19,100,@F,Q
AAPL,20130201,9:30:21,458.19,300,,Q
AAPL,20130201,9:30:21,458.19,100,,Q
AAPL,20130201,9:30:21,458.19,100,,D
AAPL,20130201,9:30:21,458.19,400,,Q
AAPL,20130201,9:30:21,458.17,100,@F,Q
AAPL,20130201,9:30:21,458.16,100,@F,Q
AAPL,20130201,9:30:21,458.19,100,,K
AAPL,20130201,9:30:21,458.19,273,,K
AAPL,20130201,9:30:21,458.17,100,@F,K
AAPL,20130201,9:30:21,458.18,100,@F,Q
AAPL,20130201,9:30:21,458.18,100,@F,Q
AAPL,20130201,9:30:21,458.18,100,,K
AAPL,20130201,9:30:21,458.19,100,@F,Q
AAPL,20130201,9:30:21,458.19,100,,D
AAPL,20130201,9:30:21,458.185,300,,D
AAPL,20130201,9:30:21,458.19,100,,D
AAPL,20130201,9:30:21,458.15,100,,P
AAPL,20130201,9:30:21,458.14,180,,Z
AAPL,20130201,9:30:21,458.14,100,@F,D
AAPL,20130201,9:30:21,458.13,120,,Z
AAPL,20130201,9:30:22,458.14,100,@F,C
AAPL,20130201,9:30:22,458.14,100,@F,C
AAPL,20130201,9:30:22,458.18,100,,D
AAPL,20130201,9:30:22,458.13,360,,Z
AAPL,20130201,9:30:22,458.13,140,,Z
AAPL,20130201,9:30:22,458.13,105,@F,Z
AAPL,20130201,9:30:22,458.155,100,,P
AAPL,20130201,9:30:22,458.1,100,,Q
AAPL,20130201,9:30:22,458.1,100,@F,Z
AAPL,20130201,9:30:22,458.06,100,,Y
AAPL,20130201,9:30:22,458.05,100,,Y
AAPL,20130201,9:30:22,458.02,100,,W
AAPL,20130201,9:30:23,458.0206,200,,D
AAPL,20130201,9:30:23,458.139,300,,D
AAPL,20130201,9:30:23,458.14,200,,D
AAPL,20130201,9:30:23,458.14,200,,D
AAPL,20130201,9:30:23,458.14,200,,D
AAPL,20130201,9:30:23,458.14,100,,D
AAPL,20130201,9:30:23,458.15,100,@F,Z
AAPL,20130201,9:30:23,458.14,100,,K
AAPL,20130201,9:30:23,458.17,100,@F,Q
AAPL,20130201,9:30:23,458.18,400,@F,Q
AAPL,20130201,9:30:23,458.19,300,,Q
AAPL,20130201,9:30:23,458.18,100,,J
AAPL,20130201,9:30:23,458.19,300,,B
AAPL,20130201,9:30:23,458.19,100,,J
AAPL,20130201,9:30:23,458.19,179,,K
AAPL,20130201,9:30:23,458.19,300,,Y
AAPL,20130201,9:30:23,458.19,100,,J
AAPL,20130201,9:30:23,458.19,100,@F,K
AAPL,20130201,9:30:23,458.19,400,,Q
AAPL,20130201,9:30:23,458.19,100,@F,K
AAPL,20130201,9:30:23,458.19,200,,K
AAPL,20130201,9:30:23,458.15,100,@F,Z
AAPL,20130201,9:30:23,458.1,100,,D
AAPL,20130201,9:30:23,458.08,100,,D
AAPL,20130201,9:30:23,458.19,381,@F,Q
AAPL,20130201,9:30:23,458.19,100,@F,Q
AAPL,20130201,9:30:23,458.19,100,@F,Z
AAPL,20130201,9:30:23,458.19,194,@F,K
AAPL,20130201,9:30:23,458.19,100,@F,K
AAPL,20130201,9:30:23,458.17,100,@F,Z
AAPL,20130201,9:30:23,458.19,100,@F,K
AAPL,20130201,9:30:23,458.19,100,,K
AAPL,20130201,9:30:23,458.19,100,,K
AAPL,20130201,9:30:23,458.18,100,@F,K
AAPL,20130201,9:30:24,458.19,100,@F,Q
AAPL,20130201,9:30:24,458.19,107,@F,Q
AAPL,20130201,9:30:24,458.19,193,@F,Q
AAPL,20130201,9:30:24,458.19,400,@F,Q
AAPL,20130201,9:30:24,458.19,200,@F,K
AAPL,20130201,9:30:24,458.15,100,@F,Z
AAPL,20130201,9:30:24,458.15,100,@F,Z
AAPL,20130201,9:30:24,458.19,100,,Q
AAPL,20130201,9:30:24,458.19,100,@F,K
AAPL,20130201,9:30:24,458.18,100,,Z
AAPL,20130201,9:30:24,458.15,100,@F,P
AAPL,20130201,9:30:24,458.15,100,@F,P
AAPL,20130201,9:30:24,458.19,200,@F,K
AAPL,20130201,9:30:24,458.19,100,@F,K
AAPL,20130201,9:30:24,458.19,100,@F,K
AAPL,20130201,9:30:24,458.19,100,@F,W
AAPL,20130201,9:30:24,458.22,100,@F,Q
AAPL,20130201,9:30:24,458.23,100,,Q
AAPL,20130201,9:30:24,458.19,100,@F,K
AAPL,20130201,9:30:24,458.23,100,,P
AAPL,20130201,9:30:24,458.38,500,@F,Z
AAPL,20130201,9:30:24,458.45,100,@F,B
AAPL,20130201,9:30:24,458.4,100,@F,Q
AAPL,20130201,9:30:24,458.41,100,,D
AAPL,20130201,9:30:24,458.4,100,,P
AAPL,20130201,9:30:24,458.48,100,@F,K
AAPL,20130201,9:30:24,458.14,100,,D
AAPL,20130201,9:30:24,458.48,100,,D
AAPL,20130201,9:30:24,458.51,100,,B
AAPL,20130201,9:30:24,458.51,100,,Q
AAPL,20130201,9:30:24,458.51,100,@F,Q
AAPL,20130201,9:30:24,458.51,100,@F,Q
AAPL,20130201,9:30:24,458.51,100,@F,Q
AAPL,20130201,9:30:24,458.51,100,,Z
AAPL,20130201,9:30:24,458.51,100,@F,Z
AAPL,20130201,9:30:24,458.51,100,,P
AAPL,20130201,9:30:24,458.48,100,@F,K
AAPL,20130201,9:30:24,458.59,100,,P
AAPL,20130201,9:30:24,458.48,100,,D
AAPL,20130201,9:30:24,458.51,100,,D
AAPL,20130201,9:30:24,458.65,100,@F,Q
AAPL,20130201,9:30:24,458.68,100,,P
AAPL,20130201,9:30:24,458.65,100,@F,Y
AAPL,20130201,9:30:24,458.55,100,,Z
AAPL,20130201,9:30:24,458.46,105,,D
AAPL,20130201,9:30:24,458.52,100,,P
AAPL,20130201,9:30:24,458.51,100,,Z
AAPL,20130201,9:30:24,458.5,100,,P
AAPL,20130201,9:30:24,458.51,100,,Z
AAPL,20130201,9:30:24,458.51,100,,Z
AAPL,20130201,9:30:24,458.51,100,,Z
AAPL,20130201,9:30:24,458.51,100,,Z
AAPL,20130201,9:30:24,458.51,100,,Z
AAPL,20130201,9:30:24,458.51,100,,Z
AAPL,20130201,9:30:24,458.51,100,,Z
AAPL,20130201,9:30:24,458.51,100,,Z
AAPL,20130201,9:30:24,458.42,100,@F,J
AAPL,20130201,9:30:25,458.5,100,,D
AAPL,20130201,9:30:25,458.5,100,,D
AAPL,20130201,9:30:25,458.45,1000,,D
AAPL,20130201,9:30:25,458.118,200,,D
AAPL,20130201,9:30:25,458.35,100,,D
AAPL,20130201,9:30:25,458.118,100,,D
AAPL,20130201,9:30:25,458.118,200,,D
AAPL,20130201,9:30:25,458.118,200,,D
AAPL,20130201,9:30:26,458.44,100,,J
AAPL,20130201,9:30:26,458.45,100,,J
AAPL,20130201,9:30:26,458.47,100,,J
AAPL,20130201,9:30:26,458.4538,100,,D
AAPL,20130201,9:30:27,458.4999,300,,D
AAPL,20130201,9:30:27,458.4999,900,,D
AAPL,20130201,9:30:27,458.43,600,,Z
AAPL,20130201,9:30:27,458.43,393,,Z
AAPL,20130201,9:30:27,458.43,200,,Z
AAPL,20130201,9:30:27,458.36,400,,D
AAPL,20130201,9:30:27,458.36,400,,D
AAPL,20130201,9:30:27,458.32,100,,D
AAPL,20130201,9:30:27,458.36,182,,D
AAPL,20130201,9:30:27,458.33,100,,D
AAPL,20130201,9:30:27,458.31,100,,D
AAPL,20130201,9:30:27,458.32,100,,D
AAPL,20130201,9:30:27,458.33,100,,D
AAPL,20130201,9:30:28,458.36,400,,D
